rmse_I,rmse_Beta,time_predict,roll_var_npeople,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
459.79432414274794,0.0002537928377291229,0.0,8,2988,4059.4085210467383,31,21
501.09968680070955,0.0004041730680192828,0.008999824523925781,7,2865,4089.7701794693676,31,21
453.2406902988209,0.00024059324669524365,0.008994102478027344,9,2893,4038.807168808629,28,22
448.6186207287517,0.00024979240271839106,0.009000062942504883,9,2923,4027.0784426461255,30,22
473.0050148045781,0.0002467151479909162,0.0,9,2881,4018.390131412095,31,22
441.7504361354881,0.00023757602642485555,0.0,9,2892,4039.6191785817637,28,22
410.0953796416224,0.00025199028701911367,0.0,9,2933,4031.0886959070012,30,22
462.8844762827188,0.00026528083241657903,0.008998632431030273,8,2963,4070.9722235650615,29,21
418.45068731706243,0.0002550624314512724,0.00899958610534668,9,2968,4034.1503330930173,29,22
420.4879999546765,0.0002543477009008679,0.0,9,3002,4050.315458964358,28,22
383.1168890615487,0.0002311369708260575,0.0,9,2942,4016.8216162319904,27,22
444.8100722527286,0.0002313561758308954,0.0,9,2912,4013.5789294684787,29,22
418.53634115971187,0.00023035540829985797,0.0,9,2951,4026.6491399071383,30,22
380.8909846481757,0.00023476172150497596,0.0,9,3008,4024.4048923830715,29,22
415.66315275669854,0.00022865497814032127,0.0,9,2982,4020.9762030762568,29,22
395.8101839485062,0.00022867294491847235,0.0,9,2963,4014.079243359046,28,22
385.4363378402898,0.00023699942877855089,0.008999347686767578,9,3000,4017.4828891734314,29,22
406.6416631508252,0.000231183516226269,0.0,9,2893,4027.1675993288845,30,22
399.4567835780605,0.00023206575756679515,0.0,9,2990,4031.6900804873676,26,21
384.63235367184984,0.00022630851094846164,0.0,9,2981,4015.7152426122525,29,22
390.345252361392,0.00021814486113408966,0.0,9,2902,4009.282099819404,27,22
418.7937091964363,0.00021292878972237566,0.009001731872558594,9,2962,3997.0771610721586,27,22
352.7826101684137,0.00022447977083770771,0.009001016616821289,9,3010,4008.7735521782897,28,21
423.2545436650217,0.00022452104826373807,0.00899815559387207,9,2906,3993.125197332513,28,22
372.18839045992195,0.00021613808048894927,0.0,9,2911,4001.155669568997,25,21
378.40636413797205,0.00022299618840686454,0.0,9,3013,4003.954087593024,27,21
414.1421603630414,0.00024125442221602225,0.0,8,2979,4043.1588329883675,29,21
391.769342738444,0.00022517671658454485,0.009000062942504883,9,2991,4019.6447521878813,30,21
379.83795208927233,0.00022310532477633134,0.0,9,2988,3994.5836630265944,26,21
418.0401887645362,0.00024712808067447393,0.0,8,3024,4036.265975266111,28,21
375.01434094244274,0.00020302727037207973,0.0,9,3040,3992.1426588412346,28,22
418.79913914004527,0.00022016400133402267,0.0,8,3032,4010.3365020939113,28,21
352.80298269757236,0.0002242237352385032,0.0,9,3033,3999.0121284434335,26,21
402.81201562397536,0.00018171887755640285,0.0,9,2895,3955.756075267716,29,22
399.79543976137086,0.00022158323442279928,0.009003162384033203,9,3010,4011.3460560955045,27,21
374.0562179659543,0.00021486236433369257,0.0,9,3015,3980.863942080334,26,21
400.74785733097127,0.00019580391932541067,0.0,9,2899,3976.604007065027,28,22
444.22269734557057,0.0002152345223952503,0.0,8,2938,4010.6687714623504,29,21
398.6178444043286,0.00021180922558507198,0.0,9,2986,3990.8515674533,27,22
401.1377783947977,0.0002649886914926055,0.0,7,3038,4064.265722365455,28,20
392.1546449203514,0.00019434006093891037,0.009001970291137695,9,3001,3970.6715672840555,28,21
337.2596840130597,0.0001976244200225575,0.0,9,2980,3968.4686950958776,25,22
367.6251102015596,0.0001968876626877267,0.0,9,3007,3972.702464098118,26,22
347.9576814002689,0.0001909824679455064,0.009001493453979492,10,2926,3946.760211640106,29,22
366.0809816374218,0.0002001792199013979,0.00900125503540039,9,2986,3956.091532183231,28,22
406.1760985146816,0.0003691138603399735,0.008999109268188477,7,3019,4046.876705603311,26,20
307.0056418374961,0.00020184610902156556,0.0,9,2947,3955.9356955505896,27,22
332.9618337408658,0.0002072581137871004,0.0,9,3056,3995.9667951814963,28,21
349.92629284932076,0.0002022371726076689,0.0,9,2945,3979.880591387936,28,21
363.39419330041255,0.00019743482265066102,0.008998632431030273,9,2986,3974.15054770648,26,21
384.92740804603693,0.00023845367766862585,0.0,7,2908,4035.276062900325,27,20
326.1740562192283,0.00020084390722638657,0.0,9,3049,3972.8625852440555,28,21
366.02682907253296,0.0002000265222020177,0.0,9,2958,3956.551256793857,28,21
381.8890518467613,0.00018989729423795197,0.0,9,3011,3960.7411014719737,27,22
339.1202728720649,0.00019879532944873672,0.0,9,3080,3967.4484935464616,27,21
354.50602787782555,0.00019762306489654662,0.0,9,2964,3967.4444126505177,27,21
378.79586611098466,0.00019438586046659247,0.0,9,2887,3963.755042029245,28,21
359.66840389984765,0.0002057946456938536,0.0,9,3007,3981.4096245700453,26,21
336.27948148467794,0.00019869909693126173,0.0,9,3089,3967.548170073651,25,21
312.80731467627527,0.0001931969188771618,0.0,10,2983,3932.7006536682784,26,22
342.7073023720861,0.000292451759162701,0.0,9,3143,4048.963809576462,27,21
368.3067308013013,0.0003039632895830749,0.0,8,3175,4089.917452073894,25,20
341.2307312250143,0.0003050025548816188,0.00899958610534668,8,3192,4081.717139303109,28,20
353.46311929231075,0.00026935525358424045,0.0,9,3178,4049.1019682071137,28,21
356.81590796103313,0.0003099244222217936,0.0,8,3196,4080.860134522388,26,20
370.69594593309927,0.0003214336262102518,0.0,8,3182,4078.4475289710717,26,20
340.5813613640105,0.0002915370108358316,0.009002923965454102,9,3191,4064.3676431382883,24,21
374.8328035227508,0.00031450340999240493,0.0,8,3172,4098.574996195152,25,20
314.2642240664463,0.0002859115787632099,0.0,9,3275,4043.376564063969,25,21
362.48030165012386,0.0002806523364158193,0.0,9,3185,4050.7662300521433,27,21
323.3172664166108,0.0002816261488033715,0.0,9,3211,4051.9251159795554,25,20
357.358440659928,0.0002614713364719574,0.0,9,3147,4043.2450546938544,27,21
339.76925890079156,0.00027041923010633035,0.00899958610534668,9,3193,4043.587957941282,26,21
334.8625080611326,0.00026565973900529995,0.009000539779663086,9,3224,4022.2505560532322,26,21
339.78545791970856,0.0002760058401510167,0.00899648666381836,9,3229,4045.80619876464,28,20
306.16546874433845,0.00027133840948556545,0.0,9,3216,4046.7910734341067,26,20
324.6460383913827,0.00027364606695525466,0.0,9,3226,4034.6889915979505,26,20
338.35920982380003,0.00024828079730570814,0.0,9,3168,4014.22734219517,27,21
318.05882249675216,0.0002670458969091302,0.0,9,3247,4041.407960297563,26,20
353.5317496581862,0.00025624460863918645,0.009000539779663086,9,3154,4035.6454688371878,25,21
329.2277607646722,0.00025933472039134365,0.00899958610534668,9,3204,4032.4950113342447,25,21
312.2177955724086,0.0002668900755157072,0.0,9,3242,4020.3010209496206,25,20
366.61213561769864,0.0002466322625969868,0.0,9,3094,3994.7181207866643,26,21
301.66314253639763,0.0002528346593918838,0.00899815559387207,9,3238,4024.2902179421853,26,20
302.1145424248371,0.0002501852638121912,0.0,9,3217,4027.63692386241,26,20
336.48931008647685,0.00028013021610913153,0.0,8,3255,4062.700611697461,27,20
322.021200354057,0.00024950875596400825,0.009002923965454102,9,3232,4011.131312098438,26,21
340.5952747924407,0.00025737908852203233,0.0,9,3164,4030.0735742222605,25,21
335.10694430524325,0.00026481121060672574,0.0,9,3137,4013.9922492533956,26,20
337.2590096066576,0.00028070743619042893,0.0,8,3244,4058.8009652169317,27,20
