rmse_I,rmse_Beta,time_predict,roll_var_npeople,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
42.385616319647745,0.0010470381965792916,0.034354448318481445,9,2951,2834.623839641017,30,30
51.65794718340248,0.0031730537674070757,0.03653573989868164,9,2973,2849.346400392021,28,30
23.21279114953717,0.004017030901981398,0.03722786903381348,9,2922,2916.07387471699,29,29
65.69060651459931,0.00320930292609888,0.03927278518676758,9,3002,2876.6194634724106,27,29
45.833670486005744,0.0024521974671778356,0.04326653480529785,9,2933,2855.4433869898266,27,30
56.365458790287164,0.0017080193798030153,0.037560224533081055,10,3008,2864.309565619943,28,30
35.04121036895469,0.002876754217843364,0.03971695899963379,9,2996,2905.9758314502797,30,29
52.69400915107996,0.002990822656590193,0.03788423538208008,9,3002,2851.040656061385,32,30
32.310226896155456,0.0022741726108924066,0.038065433502197266,9,3020,2906.6587222900907,30,29
71.26353872274119,0.0030779475045910514,0.04115939140319824,9,3050,2839.3515776717063,29,30
51.44402180356033,0.0034688439019427094,0.03934025764465332,9,2907,2893.003969574965,27,29
33.53297260404503,0.004223597732624289,0.03877067565917969,8,3014,2951.177787562586,29,28
42.531725211113645,0.0043701251862825795,0.04073977470397949,9,3014,2981.4899817622836,26,27
20.630527647823843,0.0037734140179812078,0.039383649826049805,9,3016,2938.0253344191215,30,28
31.601801738391007,0.0043854886181260554,0.04018354415893555,7,2976,2980.7906565322032,28,28
35.723625779568664,0.0030253584305396613,0.03838825225830078,8,2949,2857.668948104109,29,30
30.333550579605994,0.004138283500689434,0.03685188293457031,9,2942,2948.475007393677,28,28
32.017865649420436,0.0037435589910837053,0.03727602958679199,9,3003,2935.1400565399617,28,28
69.01902590895564,0.004037127643489503,0.039224863052368164,9,3028,2914.9019984897786,26,28
33.82373496984993,0.00330783686170907,0.04146909713745117,8,2932,2877.9652550592805,29,29
33.07169131264496,0.002656574425961463,0.03869938850402832,9,2937,2936.13027807527,28,28
