,median_beta
0,6.727211570803902e-06
1,6.155689703993401e-06
2,6.023612422002656e-06
3,5.946876688519337e-06
4,6.219148215734115e-06
5,6.7251774061501595e-06
6,7.3454910132209576e-06
7,8.176950882585481e-06
8,9.160068740544995e-06
9,1.01235068865007e-05
10,1.062460109756896e-05
11,1.1620385283970759e-05
12,1.2681986800080166e-05
13,1.3463254040701005e-05
14,1.4403826241813724e-05
15,1.5381069829811283e-05
16,1.567221819001221e-05
17,1.6621568573305773e-05
18,1.6895603159964387e-05
19,1.777913898463939e-05
20,1.781050977271175e-05
21,1.771217897796594e-05
22,1.8480280392202172e-05
23,1.8503242854064528e-05
24,1.864746694259021e-05
25,1.9015372206287133e-05
26,1.8749466393014496e-05
27,1.93980541707667e-05
28,1.87322922784022e-05
29,1.881309403758896e-05
30,1.8815530974261672e-05
31,1.8659991163754013e-05
32,1.8741046629382486e-05
33,1.8779675181882562e-05
34,1.8596345547857725e-05
35,1.8749119182710914e-05
36,1.84956682218304e-05
37,1.882856190734293e-05
38,1.87710342107869e-05
39,1.8388346428123995e-05
40,1.8548904043130273e-05
41,1.8853880027749434e-05
42,1.8437634726215323e-05
43,1.85256715008597e-05
44,1.8599802226561442e-05
45,1.8384387078865046e-05
46,1.8548563714534168e-05
47,1.8353811647864345e-05
48,1.839051813170445e-05
49,1.847405618149941e-05
50,1.8603731060030862e-05
51,1.8535517594306605e-05
52,1.8460813207483207e-05
53,1.873469225413186e-05
54,1.8533517063647216e-05
55,1.8479264342211657e-05
56,1.8747978938966458e-05
57,1.8660618292466075e-05
58,1.8821018761078487e-05
59,1.8735582969197522e-05
60,1.8761918121865378e-05
61,1.8869318691755506e-05
62,1.8969783492287115e-05
63,1.9056988525475047e-05
64,1.9139872524059738e-05
65,1.9095039287404106e-05
66,1.9138918134874537e-05
67,1.9001334082905217e-05
68,1.9280412228902382e-05
69,1.881901770909149e-05
70,1.905450313816924e-05
71,1.9416696736444416e-05
72,1.9085011754698226e-05
73,1.9103346778136273e-05
74,1.9273020085339973e-05
75,1.9147334912429205e-05
76,1.941137482443298e-05
77,1.9456648422565944e-05
78,1.949348370427759e-05
79,1.9424111186462966e-05
80,1.9613232223748088e-05
81,1.9579139352937877e-05
82,1.9710081663112768e-05
83,1.9605816277752625e-05
84,2.0120329650303186e-05
85,1.9714727706359887e-05
86,1.9800675379018906e-05
87,1.9932551706359036e-05
88,2.0088986549309257e-05
89,1.9916616338872365e-05
90,2.0099279939796355e-05
91,2.0044703302101615e-05
92,2.0266287961862287e-05
93,2.0216615787383003e-05
94,2.0405953092778174e-05
95,2.0299006485173777e-05
96,2.0475002918100646e-05
97,2.0506694651158277e-05
98,2.0850974107159693e-05
99,2.0945468014649815e-05
100,2.0934036857468246e-05
101,2.1024990490830516e-05
102,2.126135230993758e-05
103,2.1255556837014723e-05
104,2.1553672500852022e-05
105,2.1441170748914072e-05
106,2.1794329170919917e-05
107,2.1626962270301736e-05
108,2.193479706719822e-05
109,2.2107265129471827e-05
110,2.233843229799381e-05
111,2.2452119454564758e-05
112,2.24363952970531e-05
113,2.2612894911210684e-05
114,2.3176347275825816e-05
115,2.3428431671045046e-05
116,2.293557816756119e-05
117,2.3632065339054547e-05
118,2.356429726043316e-05
119,2.4036841676504878e-05
120,2.3964932615971408e-05
121,2.396535426281974e-05
122,2.436313208468558e-05
123,2.474299414628889e-05
124,2.4787615991939638e-05
125,2.5360519227975168e-05
126,2.574570053235007e-05
127,2.539403226197937e-05
128,2.5912180663547634e-05
129,2.575789072211099e-05
130,2.648036764077176e-05
131,2.6600255273824214e-05
132,2.700298413368211e-05
133,2.7383057880006335e-05
134,2.7092926877094584e-05
135,2.832386565745506e-05
136,2.877067205720068e-05
137,2.9004813494091607e-05
138,2.8484892998921886e-05
139,2.8989913736177758e-05
140,2.9273188569966095e-05
141,2.9630645823339393e-05
142,2.9973276755016615e-05
143,2.9707583074951262e-05
144,3.0930772317783664e-05
145,3.0644766223304165e-05
146,3.168024594986986e-05
147,3.1678829751847056e-05
148,3.1944646448137375e-05
149,3.2285657706468654e-05
150,3.21230318259966e-05
151,3.2572688272693436e-05
152,3.1430950182262755e-05
153,3.174493786115148e-05
154,3.1783579130322905e-05
155,3.186736509169223e-05
156,3.284637222496501e-05
157,3.288771141439645e-05
158,3.348680907967191e-05
159,3.292148827695238e-05
160,3.250727057998704e-05
161,3.20706747283655e-05
162,3.245317533586457e-05
163,3.287417861980266e-05
164,3.206156829645772e-05
165,3.1587284476486104e-05
166,3.199809888614443e-05
167,3.1081888700804634e-05
168,3.116791144562324e-05
169,3.1309169285314995e-05
170,3.25823399906531e-05
171,3.195565167491508e-05
172,3.2485522429349765e-05
173,3.1088379746668286e-05
174,3.0774226037933536e-05
175,3.014763792573779e-05
176,3.0363692947660014e-05
177,2.9536810666633356e-05
178,3.0199061868274806e-05
179,3.127587444882593e-05
180,3.0377340125098127e-05
181,3.0063998809066196e-05
182,3.0348495222722345e-05
183,2.902923573491081e-05
184,2.994131888778417e-05
185,2.9992770483369997e-05
186,2.7416570983689044e-05
187,2.8780637017925265e-05
188,2.8996605846338875e-05
189,3.020080315582253e-05
190,2.8939093728386172e-05
191,2.7332487174843078e-05
192,2.8202827496413916e-05
193,2.7350647551591295e-05
194,2.8415053067509044e-05
195,2.5149496371573048e-05
196,2.7225136690314765e-05
197,2.520022780498719e-05
198,2.6519463325687666e-05
199,2.456307611821686e-05
200,2.411328749433913e-05
201,2.2956569341340852e-05
202,2.375552059818626e-05
203,2.270705968358762e-05
204,2.3820462939192323e-05
205,2.273253777051839e-05
206,2.2816249169757807e-05
207,2.1697605513527156e-05
208,2.2556379876107786e-05
209,2.176026945026233e-05
210,2.1557397260505725e-05
211,2.138622940270136e-05
212,2.1716667420511517e-05
213,2.215604638116841e-05
214,2.1748012567662808e-05
215,2.1325757959329466e-05
216,2.061856650481039e-05
217,2.0750793085529462e-05
218,2.05875756672736e-05
219,2.013687118084522e-05
220,2.019626012727178e-05
221,1.9850591216775072e-05
222,1.853203844665316e-05
223,1.9849766786295428e-05
224,2.0136241812100672e-05
225,1.9408370752672145e-05
226,1.9214618619767797e-05
227,1.874062968515742e-05
228,1.912015432450983e-05
229,1.9033479891128496e-05
230,1.742489535009966e-05
231,1.8115942028985507e-05
232,1.8858184198689208e-05
233,1.7658879201943765e-05
234,1.6202618873169594e-05
235,1.6648735113281774e-05
236,1.637009511025259e-05
237,1.4910829113252878e-05
238,1.581259812281871e-05
239,1.7040453061828606e-05
240,1.694486963107982e-05
241,1.4086828392847837e-05
242,1.5357009116156874e-05
243,1.637331150225133e-05
244,1.5529076910772225e-05
245,1.1876265090582731e-05
246,1.54278597043119e-05
247,0.0
248,1.325442851021937e-05
249,0.0
