rmse_I,rmse_Inc,rmse_Beta,r2,r2_Inc,time_predict,fraq_people,actual_peak_I,predicted_peak_I,actual_peak_Inc,predicted_peak_inc,actual_peak_day,predicted_peak_day,actual_peak_day_Inc,predicted_peak_day_inc
2.160246899469287,0.3651483716701107,7.402704396285525e-06,0.16401273885350287,-0.15384615384615352,4.516998529434204,0,10,10.0,1.0,0.0,1,0,4,0
3.0550504633038935,0.0,0.0,-0.512,1.0,1.6640007495880127,0,10,10.0,0.0,0.0,1,0,1,0
2.6457513110645907,0.5374838498865699,7.829517602743516e-06,-0.6509433962264148,-0.2607758620689653,6.399994373321533,0,10,10.0,2.0,0.0,1,0,16,0
3.2113081446662823,0.25,1.4289388699951416e-06,-0.4806505888951207,-0.06666666666666665,2.5940003395080566,0,10,10.0,1.0,0.0,1,0,8,0
2.6457513110645907,0.0,0.0,0.23417721518987344,1.0,2.1820056438446045,0,10,10.0,0.0,0.0,1,0,1,0
4.69041575982343,0.7071067811865476,2.4868563433540115e-06,-1.6666666666666665,-0.3913043478260869,2.6629936695098877,0,10,10.0,2.0,0.0,1,0,6,0
3.6666666666666665,0.0,0.0,-1.3725490196078431,1.0,3.122002124786377,0,10,10.0,0.0,0.0,1,0,1,0
4.0155946010522525,0.0,0.0,-0.6565008025682182,1.0,1.800999402999878,0,10,10.0,0.0,0.0,1,0,1,0
1.834021909257456,0.0,0.0,0.516627078384798,1.0,2.0969953536987305,0,10,10.0,0.0,0.0,1,0,1,0
2.118577846816882,0.5705974021574557,8.929445166977098e-06,-0.5465896384644053,-0.31441048034934505,6.724999666213989,0,10,10.0,2.0,0.0,1,0,8,0
2.390457218668787,0.0,0.0,0.5652173913043479,1.0,1.463993787765503,0,10,10.0,0.0,0.0,1,0,1,0
3.3819373146171707,0.5590169943749475,3.91675586027411e-06,-0.8781270044900578,-0.25,4.846991777420044,0,10,10.0,2.0,0.0,1,0,8,0
4.955356249106169,0.7934920476158722,2.4055518663332007e-06,-1.5341166477916195,-0.35798816568047376,4.110000133514404,0,10,10.0,2.0,0.0,1,0,7,0
4.211784708978203,0.29488391230979427,7.64471020180683e-07,-2.465288035450516,-0.0952380952380949,3.698004961013794,0,10,10.0,1.0,0.0,1,0,7,0
3.8999105535359906,0.9276125895432153,4.900418655475267e-06,-1.9238927011852778,-0.6469979296066259,6.13799262046814,0,10,10.0,2.0,0.0,1,0,14,0
2.0947696058260292,0.45711620391383745,4.512838976738514e-06,-0.5493157149598871,-0.2641509433962266,8.989001035690308,0,10,10.0,1.0,0.0,1,0,6,0
2.258317958127243,0.0,0.0,0.5299539170506913,1.0,1.9260025024414062,0,10,10.0,0.0,0.0,1,0,1,0
2.7774602993176543,0.2672612419124244,3.8185086927236987e-07,-0.005319148936170359,-0.07692307692307732,2.280999183654785,0,10,10.0,1.0,0.0,1,0,2,0
3.1871452330953014,0.3244428422615251,1.7243948048273144e-06,-1.1344586728754367,-0.11764705882352944,3.0730044841766357,0,10,10.0,1.0,0.0,1,0,11,0
3.452441866086912,0.7828813612588127,3.308634738270881e-06,-1.8735026654123543,-0.4023809523809523,8.697997808456421,0,10,10.0,3.0,0.0,1,0,24,0
2.6874192494328497,0.0,0.0,-0.0675182481751826,1.0,1.7980000972747803,0,10,10.0,0.0,0.0,1,0,1,0
3.0767948691238205,0.4472135954999579,2.556619086479726e-06,-0.531272465851905,-0.24999999999999978,4.580000877380371,0,10,10.0,1.0,0.0,1,0,8,0
3.8937501618081054,0.5388159060803247,2.9585202323904376e-06,-0.7983214021229326,-0.40909090909090895,4.600999355316162,0,10,10.0,1.0,0.0,1,0,7,0
4.012480529547776,0.4472135954999579,1.0630630336215027e-06,-0.8274687854710558,-0.24999999999999956,1.8509974479675293,0,10,10.0,1.0,0.0,1,0,3,0
3.082207001484488,0.408248290463863,1.2763699001602659e-06,-0.705263157894737,-0.19999999999999996,3.0580005645751953,0,10,10.0,1.0,0.0,1,0,6,0
1.855921454276674,0.5610836076867821,3.775184502326657e-06,-0.692048517520216,-0.22563417890520676,7.488998174667358,0,10,10.0,2.0,0.0,1,0,16,0
2.8372521918222215,0.0,0.0,-0.4563545906829489,1.0,3.3219926357269287,0,10,10.0,0.0,0.0,1,0,1,0
3.721042037676254,0.7679476477883045,1.7726523269106026e-06,-1.3504464285714288,-0.475328947368421,5.948000192642212,0,10,10.0,2.0,0.0,1,0,10,0
3.3619979629723606,0.5222329678670935,3.0979721715973426e-06,-0.4154783808647655,-0.19758064516129048,5.017999887466431,0,10,10.0,2.0,0.0,1,0,14,0
2.4238399287081647,0.3535533905932738,7.368765956508415e-06,0.15883668903803128,-0.1428571428571428,1.7009992599487305,0,10,10.0,1.0,0.0,1,0,7,0
3.2168037066250283,0.8597269536210951,1.0447483051568787e-05,-0.9234012649332399,-0.26129032258064466,3.6790010929107666,0,10,10.0,3.0,0.0,1,0,10,0
3.046645906903407,0.4803844614152614,9.434271276393213e-06,-0.5216641517568443,-0.3000000000000005,5.833001136779785,0,10,10.0,1.0,0.0,1,0,4,0
3.1119464208619965,0.22941573387056177,1.4345656195007615e-06,-0.16069057104913687,-0.05555555555555558,3.148998737335205,0,10,10.0,1.0,0.0,1,0,3,0
3.24037034920393,0.0,0.0,-0.10526315789473695,1.0,2.093008279800415,0,10,10.0,0.0,0.0,1,0,1,0
3.192252526113213,0.511766315719159,7.552816192361479e-06,-1.119811320754717,-0.3548387096774195,6.3139967918396,0,10,10.0,1.0,0.0,1,0,4,0
3.833054616400305,0.6201736729460423,2.1887716874203867e-06,-0.5616352201257859,-0.1607142857142858,2.5300076007843018,0,10,10.0,2.0,0.0,1,0,4,0
5.526161555588249,0.2773500981126146,7.926326715801622e-07,-1.476487523992322,-0.08333333333333304,2.436000108718872,0,11,10.0,1.0,0.0,3,0,3,0
2.8015147417932407,0.4605661864718383,7.07446518761645e-06,-0.23547267996530818,-0.12135922330097082,4.717005729675293,0,10,10.0,2.0,0.0,1,0,22,0
3.5409690112258168,0.0,0.0,-0.2842424242424242,1.0,2.403002977371216,0,10,10.0,0.0,0.0,1,0,1,0
3.6209268304000717,0.5270462766947299,2.1632225215850674e-06,-0.6388888888888888,-0.11111111111111138,2.9409968852996826,0,10,10.0,2.0,0.0,1,0,10,0
2.513123449750173,0.512989176042577,7.516318964485209e-06,-0.7743190661478605,-0.20253164556962044,5.3269922733306885,0,10,10.0,2.0,0.0,1,0,16,0
4.02077936060494,0.28867513459481287,8.966820669721494e-07,-0.6869565217391305,-0.09090909090909127,2.2339978218078613,0,10,10.0,1.0,0.0,1,0,6,0
1.8384776310850235,0.37416573867739417,6.123084217110832e-06,0.2665567225067269,-0.16279069767441867,6.935001611709595,0,10,10.0,1.0,0.0,1,0,13,0
3.2596012026013246,0.0,0.0,-0.3737373737373737,1.0,1.5929982662200928,0,10,10.0,0.0,0.0,1,0,1,0
2.5267796470241297,0.2773500981126146,9.43540984101211e-07,0.0314183123877918,-0.08333333333333304,2.19899845123291,0,10,10.0,1.0,0.0,1,0,5,0
4.327501903786147,0.7385489458759964,6.098567238535068e-06,-1.0414414414414415,-0.32000000000000006,2.0010008811950684,0,10,10.0,2.0,0.0,1,0,11,0
2.5235730725761796,0.3244428422615251,7.311069040694783e-07,-0.15065065065065042,-0.11764705882352944,2.97299861907959,0,10,10.0,1.0,0.0,1,0,3,0
3.332456024900364,0.39735970711951313,1.3715499288889045e-06,-0.5026236881559218,-0.18750000000000022,3.2230045795440674,0,10,10.0,1.0,0.0,1,0,8,0
3.617695302018346,0.7836039099693788,4.920632933824015e-06,-1.2683239091006078,-0.36084583901773537,7.971001625061035,0,10,10.0,3.0,0.0,1,0,24,0
2.8751811537130436,0.2581988897471611,1.2123550391230865e-06,-0.13138686131386823,-0.07142857142857117,2.540992021560669,0,10,10.0,1.0,0.0,1,0,8,0
2.3741027013091993,0.6324555320336759,4.557433567455877e-06,-0.8305776250805228,-0.3656884875846498,7.700998306274414,0,10,10.0,2.0,0.0,1,0,11,0
