rmse_I,rmse_Beta,r2,time_predict,fraq_people,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
1.3124126197610533,7.247739184760028e-06,0.6914442284917865,0.0009989738464355469,0,10,10.0,1,0
0.9376262576794991,0.0,0.8575788341474099,0.0,0,10,10.0,1,0
1.8473266651287688,7.829517602743516e-06,0.19513778120382597,0.002546548843383789,0,10,10.0,1,0
0.8236453191938127,1.4289388699951416e-06,0.9025977270732201,0.0009987354278564453,0,10,10.0,1,0
1.0433370474049997,0.0,0.8809088467151702,0.0009996891021728516,0,10,10.0,1,0
2.388399901588902,2.4868563433540115e-06,0.3085510194048634,0.0010013580322265625,0,10,10.0,1,0
1.5295104833066013,0.0,0.5871642967273896,0.0010001659393310547,0,10,10.0,1,0
0.9557356083603875,0.0,0.9061644375639936,0.0,0,10,10.0,1,0
1.884049655284778,0.0,0.4898968936662449,0.0,0,10,10.0,1,0
1.5690858226579076,8.929445166977098e-06,0.15164106232141028,0.0020008087158203125,0,10,10.0,1,0
2.221084095455576,0.0,0.6246467183304347,0.0009992122650146484,0,10,10.0,1,0
3.5441757927672266,4.4440020513318625e-06,-1.0626443905128435,0.0015044212341308594,0,10,10.0,1,0
3.173347204222106,2.96240208947436e-06,-0.0392308291136414,0.0010001659393310547,0,10,10.0,1,0
1.4901805013793448,1.6035492968803335e-06,0.5662047772453316,0.0009989738464355469,0,10,10.0,1,0
2.923983453245054,4.900418655475267e-06,-0.6436220529464816,0.0009992122650146484,0,10,10.0,1,0
1.6247458898973677,4.512838976738514e-06,0.06795197113035789,0.00344085693359375,0,10,10.0,1,0
1.3490973383251026,0.0,0.8322522001589054,0.0,0,10,10.0,1,0
1.5090498263018006,1.3767828887420266e-06,0.70323314485422,0.0009999275207519531,0,10,10.0,1,0
1.8623176779008503,1.7243948048273144e-06,0.2712281751074811,0.0010099411010742188,0,10,10.0,1,0
3.2894294830975355,2.9148522216710322e-06,-1.608555112605766,0.0019989013671875,0,10,10.0,1,0
1.1826132547038248,0.0,0.79327645451406,0.00099945068359375,0,10,10.0,1,0
0.7901415137480874,2.427452802733565e-06,0.8990130750227702,0.0009996891021728516,0,10,10.0,1,0
1.3289375177202598,2.6814786214033684e-06,0.7905211054196111,0.0010044574737548828,0,10,10.0,1,0
0.9140991348184702,1.0630630336215027e-06,0.9051558197189699,0.0010001659393310547,0,10,10.0,1,0
0.8842167554464136,1.347655117501399e-06,0.859658768045237,0.0010068416595458984,0,10,10.0,1,0
1.771256129220444,3.4511898138360646e-06,-0.5411906285002848,0.0025026798248291016,0,10,10.0,1,0
0.9276756177028074,0.0,0.8443089911026169,0.0010018348693847656,0,10,10.0,1,0
19.89509554239105,2.6331010885540925e-06,-66.19133385276346,0.0010013580322265625,0,10,43.019770543278696,1,38
1.7827188186436684,3.0979721715973426e-06,0.6020082710750809,0.0009999275207519531,0,10,10.0,1,0
2.3628606715352474,7.368765956508415e-06,0.2006284666719641,0.0009999275207519531,0,10,10.0,1,0
0.6662814878339359,9.142023354017516e-06,0.9174843604620598,0.0009999275207519531,0,10,10.0,1,0
1.267119898714478,8.752297608893584e-06,0.7367852224434828,0.0020203590393066406,0,10,10.0,1,0
0.8401032427536661,1.4345656195007615e-06,0.9154102860182051,0.0009999275207519531,0,10,10.0,1,0
0.596655468976443,0.0,0.9625265527726843,0.0010004043579101562,0,10,10.0,1,0
1.2130456437132697,6.8526739722280845e-06,0.6939044516152371,0.002000093460083008,0,10,10.0,1,0
3.307832203999906,5.5836691285943734e-06,-0.16299145118200653,0.0010004043579101562,0,10,10.0,1,0
