rmse_I,rmse_Beta,r2,time_predict,fraq_people,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
1.3124126197610533,7.247739184760028e-06,0.6914442284917865,0.0010077953338623047,0,10,10.0,1,0
0.9376262576794991,0.0,0.8575788341474099,0.0009999275207519531,0,10,10.0,1,0
1.8473266651287688,7.829517602743516e-06,0.19513778120382597,0.001999378204345703,0,10,10.0,1,0
0.8236453191938127,1.4289388699951416e-06,0.9025977270732201,0.0,0,10,10.0,1,0
1.0433370474049997,0.0,0.8809088467151702,0.0,0,10,10.0,1,0
2.388399901588902,2.4868563433540115e-06,0.3085510194048634,0.0,0,10,10.0,1,0
1.5295104833066013,0.0,0.5871642967273896,0.0009996891021728516,0,10,10.0,1,0
0.9557356083603875,0.0,0.9061644375639936,0.0,0,10,10.0,1,0
1.884049655284778,0.0,0.4898968936662449,0.0010080337524414062,0,10,10.0,1,0
1.5690858226579076,8.929445166977098e-06,0.15164106232141028,0.0009984970092773438,0,10,10.0,1,0
2.221084095455576,0.0,0.6246467183304347,0.0,0,10,10.0,1,0
3.5441757927672266,4.4440020513318625e-06,-1.0626443905128435,0.0019991397857666016,0,10,10.0,1,0
3.173347204222106,2.96240208947436e-06,-0.0392308291136414,0.0009989738464355469,0,10,10.0,1,0
1.4901805013793448,1.6035492968803335e-06,0.5662047772453316,0.001009225845336914,0,10,10.0,1,0
2.923983453245054,4.900418655475267e-06,-0.6436220529464816,0.0019996166229248047,0,10,10.0,1,0
1.6247458898973677,4.512838976738514e-06,0.06795197113035789,0.0025136470794677734,0,10,10.0,1,0
1.3490973383251026,0.0,0.8322522001589054,0.0,0,10,10.0,1,0
1.5090498263018006,1.3767828887420266e-06,0.70323314485422,0.0,0,10,10.0,1,0
1.8623176779008503,1.7243948048273144e-06,0.2712281751074811,0.0010013580322265625,0,10,10.0,1,0
3.2894294830975355,2.9148522216710322e-06,-1.608555112605766,0.0009982585906982422,0,10,10.0,1,0
1.1826132547038248,0.0,0.79327645451406,0.001009225845336914,0,10,10.0,1,0
0.7901415137480874,2.427452802733565e-06,0.8990130750227702,0.001999378204345703,0,10,10.0,1,0
1.3289375177202598,2.6814786214033684e-06,0.7905211054196111,0.0015103816986083984,0,10,10.0,1,0
0.9140991348184702,1.0630630336215027e-06,0.9051558197189699,0.0,0,10,10.0,1,0
0.8842167554464136,1.347655117501399e-06,0.859658768045237,0.0010008811950683594,0,10,10.0,1,0
1.771256129220444,3.4511898138360646e-06,-0.5411906285002848,0.0019974708557128906,0,10,10.0,1,0
0.9276756177028074,0.0,0.8443089911026169,0.0,0,10,10.0,1,0
19.89509554239105,2.6331010885540925e-06,-66.19133385276346,0.002514362335205078,0,10,43.019770543278696,1,38
1.7827188186436684,3.0979721715973426e-06,0.6020082710750809,0.001997709274291992,0,10,10.0,1,0
2.3628606715352474,7.368765956508415e-06,0.2006284666719641,0.0,0,10,10.0,1,0
0.6662814878339359,9.142023354017516e-06,0.9174843604620598,0.0009984970092773438,0,10,10.0,1,0
1.267119898714478,8.752297608893584e-06,0.7367852224434828,0.0030028820037841797,0,10,10.0,1,0
0.8401032427536661,1.4345656195007615e-06,0.9154102860182051,0.0010077953338623047,0,10,10.0,1,0
0.596655468976443,0.0,0.9625265527726843,0.001003265380859375,0,10,10.0,1,0
1.2130456437132697,6.8526739722280845e-06,0.6939044516152371,0.001027822494506836,0,10,10.0,1,0
3.307832203999906,5.5836691285943734e-06,-0.16299145118200653,0.0010008811950683594,0,10,10.0,1,0
2.118559070578225,2.7457601178317932e-06,0.6360261811399007,0.0,0,11,10.0,3,0
1.454441806888592,7.07446518761645e-06,0.6670032298464861,0.001993417739868164,0,10,10.0,1,0
0.6890069162029201,0.0,0.9513760850501501,0.0010025501251220703,0,10,10.0,1,0
0.9050855817966376,2.611640178109352e-06,0.8976025112029803,0.00099945068359375,0,10,10.0,1,0
1.6458549848117945,7.516318964485209e-06,0.2389955285589339,0.0,0,10,10.0,1,0
1.1077924664211698,8.966820669721494e-07,0.8719439149224871,0.0,0,10,10.0,1,0
0.9981834149712427,6.123084217110832e-06,0.7837926113350291,0.000997304916381836,0,10,10.0,1,0
0.7108238551765129,0.0,0.9346720901057939,0.0009999275207519531,0,10,10.0,1,0
0.8036177859903757,9.43540984101211e-07,0.9020283112502223,0.0009996891021728516,0,10,10.0,1,0
1.2973807744329773,5.690553833305703e-06,0.8165163768125534,0.0009999275207519531,0,10,10.0,1,0
1.3950517800384696,1.5710372067364815e-06,0.6483647756231985,0.002012968063354492,0,10,10.0,1,0
1.2697549961155132,1.3715499288889045e-06,0.7818469760840064,0.00099945068359375,0,10,10.0,1,0
2.974170044418928,4.419568766537887e-06,-0.5331077848705468,0.0010006427764892578,0,10,10.0,1,0
0.8139511101422143,1.2123550391230865e-06,0.9093271337087031,0.0,0,10,10.0,1,0
4.077329552015907,4.123472548741498e-06,-4.399341231921864,0.001004934310913086,0,10,10.0,1,0
1.532498054423478,3.3932252586298553e-06,0.3861888481165322,0.001005411148071289,0,10,10.0,1,0
1.0345961840300504,1.303173114126801e-06,0.8167210835681775,0.0009996891021728516,0,10,10.0,1,0
3.742418154450831,3.629024552690295e-06,-2.1815055733962434,0.0030052661895751953,0,10,10.0,1,0
1.077928907713689,2.902944006325213e-06,0.7263817632963823,0.0020003318786621094,0,10,10.0,1,0
2.3218876250630163,2.17031997782506e-06,-0.3558130985686172,0.0009989738464355469,0,10,10.0,1,0
1.5611630632964557,0.0,0.6962836324210845,0.0010025501251220703,0,10,10.0,1,0
1.3175537968138284,0.0,0.7337792983055784,0.0009987354278564453,0,10,10.0,1,0
1.8081953668394073,2.0303307907888854e-06,0.5684526583034208,0.0,0,10,10.0,1,0
1.481655802439198,0.0,0.6153088930662831,0.0010068416595458984,0,10,10.0,1,0
0.711128621911496,0.0,0.9492038476326374,0.0,0,10,10.0,1,0
1.0669902808706673,8.918284846385606e-06,0.6238780630821343,0.0019986629486083984,0,10,10.0,1,0
0.9631775933691613,8.967481097606386e-07,0.8698659649732592,0.0009996891021728516,0,10,10.0,1,0
1.733813100913883,2.603308516281809e-06,0.6697325435512778,0.0015060901641845703,0,10,10.0,1,0
1.21200950997749,9.24861636869662e-07,0.8259517710573607,0.0010004043579101562,0,10,10.0,1,0
3.325516095741655,5.1863329256629665e-06,-0.2576256940316617,0.0009992122650146484,0,10,10.0,1,0
0.8040033816210251,5.279593281137305e-06,0.8791888367192959,0.0,0,10,10.0,1,0
1.186673838370856,2.5509052281329854e-06,0.7554277062399435,0.00099945068359375,0,10,10.0,1,0
0.9455404884647538,1.312428153916996e-06,0.8695615588581886,0.0,0,10,10.0,1,0
0.9251201671681045,5.796195240833957e-06,0.8309344619554373,0.0009989738464355469,0,10,10.0,1,0
1.8656501138638735,1.0660376341533335e-06,0.5359132870186288,0.0015039443969726562,0,10,10.0,1,0
0.6111632490681529,5.853382912829404e-07,0.9469547967579991,0.00099945068359375,0,10,10.0,1,0
0.9696698382211778,3.822814774364176e-06,0.7609667762066469,0.0019991397857666016,0,10,10.0,1,0
4.782133178687505,5.197046768888656e-06,-3.4973842819467587,0.0019998550415039062,0,10,10.0,1,0
1.2695489068542152,3.1658180890819688e-06,0.6612213464029226,0.001505136489868164,0,10,10.0,1,0
1.9774537598501563,2.6616038073012854e-06,0.332709322125338,0.001004934310913086,0,10,10.0,1,0
1.8042510013771724,3.4176063218584163e-06,0.11320846070927848,0.00099945068359375,0,10,10.0,1,0
2.1194471684683656,2.620393027435651e-06,0.4007470490975953,0.0010004043579101562,0,10,10.0,1,0
1.6511092115022776,1.8379398561771664e-06,0.4433520423954024,0.0010061264038085938,0,10,10.0,1,0
1.9025726582220703,4.002890502288695e-06,0.008561651634343082,0.0020062923431396484,0,10,10.0,1,0
1.8904552029976807,1.7133234416503447e-06,0.3714646427042715,0.0015060901641845703,0,10,10.0,1,0
1.25114910627925,1.0676277881460619e-06,0.7942859871242388,0.0010066032409667969,0,10,10.0,1,0
2.92845228193902,2.724813856496168e-06,-0.8945138661842094,0.0020110607147216797,0,10,10.0,1,0
2.068929502196213,2.532588276875823e-06,-0.19633153397892844,0.0030095577239990234,0,10,10.0,1,0
3.601552576144152,2.9342032049296445e-06,-1.2373648588893666,0.004998922348022461,0,10,10.0,1,0
1.5455879483280834,1.3114716393446621e-06,0.6911275070658516,0.0009970664978027344,0,10,10.0,1,0
0.9870441892380889,6.317007643986127e-06,0.859121046215005,0.0015065670013427734,0,10,10.0,1,0
1.4153376489603302,3.9392919719854994e-06,0.5000048271354445,0.0009999275207519531,0,10,10.0,1,0
1.6818639465783705,0.0,0.6132013080064918,0.001004934310913086,0,10,10.0,1,0
1.164645348604194,1.087801839061199e-05,0.812795396351665,0.0009996891021728516,0,10,10.0,1,0
1.2845998028051828,1.30568980812841e-05,0.6072456556152146,0.0010058879852294922,0,10,10.0,1,0
1.4241356572444481,8.440106359760626e-07,0.8299789369214261,0.0009989738464355469,0,10,10.0,1,0
1.93329407091797,9.261580453404836e-06,-0.2339256831782366,0.0020170211791992188,0,10,10.0,1,0
2.167701281265479,0.0,0.6030215286289655,0.0,0,10,10.0,1,0
0.9717081747458135,0.0,0.9166867549822494,0.0009989738464355469,0,10,10.0,1,0
0.6367147883947015,0.0,0.9417409829774089,0.0,0,10,10.0,1,0
0.6614052628763318,0.0,0.9430835617924498,0.0,0,10,10.0,1,0
1.8194396357025189,5.398245899385018e-06,0.34827565940604377,0.0019986629486083984,0,10,10.0,1,0
1.7419169327023498,1.8424717384109322e-06,0.7218742568665415,0.0010068416595458984,0,10,10.0,1,0
1.687340260566637,1.97580291788491e-06,0.6247621542103345,0.0009992122650146484,0,10,10.0,1,0
1.5832454970000005,5.800863752255201e-06,0.5808872990672573,0.0009989738464355469,0,10,10.0,1,0
2.1041282131401697,5.180947515399526e-06,-0.43280114476778064,0.0015058517456054688,0,10,10.0,1,0
0.933645935178789,1.892039610589252e-06,0.8326881511946496,0.0,0,10,10.0,1,0
1.5161043411762047,0.0,0.7484844819452887,0.0010004043579101562,0,10,10.0,1,0
2.040819297483229,4.3114120300080135e-06,-0.19537155205920387,0.0,0,10,10.0,1,0
2.1392582591341296,7.683715616914299e-07,0.43671759587305514,0.0015065670013427734,0,10,10.0,1,0
3.167429145816399,4.157453612478943e-06,-1.9408064369464721,0.003512144088745117,0,10,10.0,1,0
3.9500415372804047,3.1006343144066548e-06,-2.4554451943827322,0.0015058517456054688,0,10,10.0,1,0
3.050732843576635,5.166992363961319e-06,-0.48012366299207354,0.0009999275207519531,0,10,10.0,1,0
1.03558332558932,0.0,0.7954565209399158,0.0,0,10,10.0,1,0
2.878411727211832,1.4248148924035904e-06,-0.7754115867179856,0.0010023117065429688,0,10,10.0,1,0
1.204070590811495,4.973687941610616e-07,0.864428409551145,0.0,0,10,10.0,1,0
542.9618690666638,3.3687664602064665e-06,-21276.11422626018,0.0019960403442382812,0,14,1731.1281886660356,15,61
3.523925996409357,2.6759009958085603e-06,-1.4436975987319856,0.0019960403442382812,0,10,10.0,1,0
2.1540550982975475,1.4367814270576677e-05,-0.3213154298383305,0.0025055408477783203,0,10,10.0,1,0
1.5246989515589888,4.982041843146799e-06,0.3039799721900961,0.0,0,10,10.0,1,0
0.782672706328691,4.219845585669125e-06,0.911659367588816,0.0009987354278564453,0,10,10.0,1,0
1.1374734062738219,3.563227044775436e-06,0.7512130427337831,0.0,0,10,10.0,1,0
2.0601964434228113,1.1528554702576061e-05,0.4764202740370651,0.0009996891021728516,0,10,10.0,1,0
1.5910047438313517,1.3166387195784885e-05,0.5512374574061512,0.0009996891021728516,0,10,10.0,1,0
2.513740323813692,8.211994288313136e-06,-0.6417440456149739,0.0009999275207519531,0,10,10.0,1,0
1.112429809432146,2.9881543175097667e-06,0.8206521621864868,0.0,0,10,10.0,1,0
2.54423861845727,8.483694331733683e-06,-1.1568238820750665,0.003998517990112305,0,10,10.0,1,0
1.7084213442508522,3.4638662529277933e-06,0.6351620638135139,0.000997781753540039,0,10,10.0,1,0
3.8570136490650127,4.361813484994932e-06,-1.227111746338299,0.0015082359313964844,0,10,10.0,1,0
1.0523082483708612,6.89476412832131e-06,0.7496625847723222,0.000997304916381836,0,10,10.0,1,0
0.678687624466143,1.995070888079738e-06,0.9036814120717596,0.0009987354278564453,0,10,10.0,1,0
1.2584993044911468,2.417575859306012e-06,0.7670092908373689,0.0015108585357666016,0,10,10.0,1,0
0.9709465895008002,1.5854799542163193e-06,0.858246059405476,0.0,0,10,10.0,1,0
1.1223327105860323,3.831571753839363e-06,0.7443671814811994,0.0009989738464355469,0,10,10.0,1,0
0.7371633484471639,1.467666899419486e-06,0.906020595298914,0.0009992122650146484,0,10,10.0,1,0
1.0165088215947573,2.5517241014269988e-06,0.8568619506672424,0.0014355182647705078,0,10,10.0,1,0
3.3578307899057065,3.1643247004084056e-06,-1.7139756416226706,0.0020236968994140625,0,10,10.0,1,0
1.3438543831424612,3.097427148141991e-06,0.7973940265230088,0.00099945068359375,0,10,10.0,1,0
1.4562038154225159,1.1741349283645795e-06,0.7707535619404224,0.000997781753540039,0,10,10.0,1,0
1.4379824755253374,1.98466451968499e-06,0.7329743590287351,0.00099945068359375,0,10,10.0,1,0
1.7548980896829491,1.6452505329125438e-06,0.6306954974294781,0.00099945068359375,0,10,10.0,1,0
4.082038194709233,3.0813097177100716e-06,-0.947168181496393,0.0029985904693603516,0,12,10.0,33,0
3.4636731162356034,3.0476539713724875e-06,-2.395975376973422,0.0009975433349609375,0,10,10.0,1,0
1.0249652490735526,0.0,0.8777794227472119,0.0009989738464355469,0,10,10.0,1,0
0.9391836852367597,0.0,0.8761569233921772,0.0009975433349609375,0,10,10.0,1,0
1.0667723638961897,5.726869722552176e-06,0.7025907952855469,0.0009958744049072266,0,10,10.0,1,0
2.8144048436612596,6.473772686797274e-06,0.015516293178840068,0.0019991397857666016,0,10,10.0,1,0
0.8104263385620415,0.0,0.9042888981198884,0.0009996891021728516,0,10,10.0,1,0
1.5937408691617607,6.110475563853925e-06,0.7179898309430792,0.0015065670013427734,0,10,10.0,1,0
1.3651314002895214,5.289773163133696e-06,0.7423230500556051,0.0010004043579101562,0,10,10.0,1,0
1.7084169611693074,3.3012065100808353e-06,0.520740802428412,0.0010085105895996094,0,10,10.0,1,0
0.8549569705086559,3.0729439664451203e-06,0.86844431286453,0.0009949207305908203,0,10,10.0,1,0
2.59347325481995,6.181069823207519e-06,-0.6615198258209967,0.0020160675048828125,0,10,10.0,1,0
2.352029175922435,5.15120363526414e-06,0.33661914427592554,0.0030107498168945312,0,10,10.0,1,0
0.9593041307771826,0.0,0.8647774736663594,0.0,0,10,10.0,1,0
1.4262182096497895,4.699892848203315e-06,0.49597031854085927,0.0020220279693603516,0,10,10.0,1,0
1.146349547649788,0.0,0.8282848903531084,0.0010137557983398438,0,10,10.0,1,0
0.8875551967853632,3.848175131265144e-06,0.7913809494490823,0.003520488739013672,0,10,10.0,1,0
0.9031950245891909,5.629797544103681e-06,0.840610137379737,0.0020079612731933594,0,10,10.0,1,0
1.422896070792198,1.5853519027657897e-06,0.7648509607112803,0.0,0,10,10.0,1,0
3.31745923180686,3.897006585285684e-06,-0.9111850915304742,0.0019986629486083984,0,10,10.0,1,0
