rmse_I,rmse_Inc,rmse_Beta,r2,r2_Inc,time_predict,fraq_people,actual_peak_I,predicted_peak_I,actual_peak_Inc,predicted_peak_inc,actual_peak_day,predicted_peak_day,actual_peak_day_Inc,predicted_peak_day_inc
50.12253034862906,12.354839533940504,5.045444610260207e-05,-1.0388586975922594,-0.4823778424486511,0.018973350524902344,0,105,10.0,38.0,0.0325401734221204,9,0,6,6
70.11904904702818,17.313585206065465,4.6611597394096036e-05,-0.7250187467180198,-0.4220760546142277,0.02402472496032715,0,171,10.0,55.0,0.0372254936729782,10,0,8,6
86.67029746647385,20.769889220120547,4.505722785908242e-05,-0.8294614569788252,-0.49137227849847664,0.024018049240112305,0,187,10.0,64.0,0.03957261689128844,9,0,6,6
88.68180947668364,19.18210075648025,3.608975169941416e-05,-0.9277048086823267,-0.5645237400201697,0.02607893943786621,0,186,10.0,56.0,0.04074641475432045,11,0,5,6
78.50313169071792,19.533668536987943,4.704843490359184e-05,-1.2214626594306313,-0.6224679254113059,0.018087148666381836,0,162,10.0,57.0,0.0430956554988543,7,0,7,6
98.49745706606198,23.05629289160784,4.184329003529525e-05,-0.5398933512769095,-0.34017478060245443,0.03340554237365723,0,273,10.0,78.0,0.04544708975464412,9,0,8,6
112.5006314963446,26.271993032592015,4.182644174852391e-05,-0.6343989546829425,-0.44648980342255706,0.03137850761413574,0,267,10.0,74.0,0.050156539419397655,10,0,6,6
95.51387927113663,21.980400836332944,4.199492837001714e-05,-0.8418657771059843,-0.5182355192407326,0.03056502342224121,0,212,10.0,64.0,0.05369438580672692,10,0,4,6
92.31519279879028,19.844494002798275,3.116188659977824e-05,-1.0599139538401912,-0.6376343700275342,0.026156902313232422,0,221,10.0,62.0,0.05723716921682387,11,0,5,6
123.49383551600904,27.399194270868517,3.3461964696936995e-05,-0.6824431786485772,-0.45448920648951385,0.03638648986816406,0,316,10.0,90.0,0.05841919422426489,9,0,6,6
189.71012080715693,41.169380358087324,4.130603572625659e-05,-0.680610618548956,-0.48896337677725077,0.03828787803649902,0,482,10.0,130.0,0.059601767872067724,12,0,8,6
185.35437801931394,39.9076385406031,3.48554826166562e-05,-0.6779110960047441,-0.5085573146520552,0.04369974136352539,0,456,10.0,127.0,0.0619685611589085,14,0,9,6
131.94307280454888,29.981259258028665,3.6983194719762756e-05,-0.6936507045115881,-0.5008913561784363,0.045154571533203125,0,319,10.0,94.0,0.06670873226861565,14,0,4,6
132.47917097778083,29.221800830464858,3.1145931024128e-05,-0.5209883443031822,-0.40938153875908956,0.060996294021606445,0,396,10.0,103.0,0.0714576838356909,13,0,6,6
202.41434520956378,42.2840643889037,3.2121593556195235e-05,-0.9585789305668511,-0.8207842444016147,0.05155515670776367,0,454,10.0,104.0,0.07502516045001412,19,0,5,6
284.137266315964,59.32000212342608,2.907189344143591e-05,-0.8796609575007113,-0.7171518422552086,0.060805320739746094,0,701,10.0,182.0,0.07621541712805252,18,0,10,6
187.72682820681453,38.732286512595735,2.8051993168141928e-05,-1.6051878460809967,-1.293347364085975,0.05603837966918945,0,392,10.0,96.0,0.07859757733926809,12,0,5,6
342.781897423132,70.37367391822606,3.041260243342688e-05,-2.5279327499430773,-2.0797122849176453,0.05777478218078613,0,614,10.0,148.0,0.08217493503699186,17,0,10,6
321.80740486437213,67.26735022412184,3.3449374151697076e-05,-3.950204592457766,-3.2320392874809816,0.058182477951049805,0,534,10.0,141.0,0.08336848565147625,16,0,5,6
1009.6175041157744,204.25150323304064,3.923789282242779e-05,-3.0547838566960843,-2.840930538545081,0.05691385269165039,0,1594,10.0,330.0,0.09054132031980522,44,0,41,6
1378.0236063542445,279.8136752920406,3.46005528058813e-05,-1.8836495402184523,-1.762762801318365,0.055309295654296875,0,2421,10.0,520.0,0.09293665844734145,40,0,40,6
1529.4454763916433,308.3257045847442,2.9260573137748335e-05,-1.9241906441010936,-1.8471758751697203,0.05821871757507324,0,2659,10.0,579.0,0.09533419343988436,62,0,50,6
1985.0952233033904,402.1021695435307,3.735620794671496e-05,-1.2056362052134681,-1.1366668554917658,0.05874776840209961,0,3792,10.0,817.0,0.0977339254959419,45,0,41,6
2395.7416569346733,483.8915372847069,3.578347782307871e-05,-0.9665362488758351,-0.9067824700011,0.05798482894897461,0,4982,10.0,1042.0,0.10013585474126219,43,0,39,6
1429.7265717459488,289.0447270952012,2.107665337916627e-06,0.7292162014639711,0.7365071628936302,0.04471445083618164,24,7599,6199.1703103793225,1648.0,1332.687303845204,39,31,33,28
1648.927204844238,336.11859978021613,1.8510956192865606e-06,0.7424478674704771,0.7523080088518158,0.0462186336517334,22,9234,6873.296037881742,1962.0,1483.6738669631268,38,31,37,27
1822.603511479762,380.20118047542036,2.0617631072963815e-06,0.7723702952843678,0.78296323534383,0.04524707794189453,18,11046,7881.283707550423,2436.0,1707.9767624890665,35,28,29,25
2218.060927363233,471.8353634312713,1.5090439286181964e-06,0.7766043303899942,0.7877534589868125,0.03822684288024902,13,13534,9027.13973283204,3085.0,1963.9506066229924,30,26,27,22
1975.1978821151788,481.6326041008798,3.6494552347706653e-06,0.9135071309048839,0.9014351515657454,0.03204226493835449,8,19896,14677.396262800037,4850.0,3292.91798190991,23,22,19,18
65.86467450142888,14.953006975132482,5.355146955582724e-05,-1.1794247914795704,-0.5685962039716437,0.022196531295776367,0,131,10.0,40.0,0.02786362429875995,8,0,5,6
73.1532118198324,17.024091547064536,3.96591206537472e-05,-0.6414439765315285,-0.3902961123868267,0.028050661087036133,0,179,10.0,63.0,0.03137021390022013,10,0,9,6
95.90683601606426,23.01088845089385,5.758367950188263e-05,-1.224648625905095,-0.6276040390802553,0.019937515258789062,0,199,10.0,65.0,0.0325401734221204,8,0,5,6
60.849087899138226,15.11768602946785,5.174232337173798e-05,-0.6411889103518462,-0.34618261418350893,0.02187967300415039,0,154,10.0,53.0,0.023195845009516214,10,0,5,6
74.63245953889832,18.16694326372754,5.02050698689213e-05,-0.733525745864728,-0.36875411120312296,0.028290748596191406,0,191,10.0,63.0,0.03488173707873167,8,0,5,6
67.33545625736656,15.64649250792288,3.966550293145308e-05,-0.48565991094651917,-0.3322598796285099,0.030286550521850586,0,181,10.0,54.0,0.036053341248517584,8,0,6,6
138.56084780851913,30.198334234609607,5.3115930523011606e-05,-1.0584953098413985,-0.6871994267093882,0.021850109100341797,0,268,10.0,77.0,0.038398194371470004,11,0,6,6
93.77533559322646,23.619442787476974,5.276840544851927e-05,-0.9467635947721729,-0.5447161024298623,0.0240020751953125,0,203,10.0,76.0,0.04074641475432045,9,0,5,6
68.600856388823,17.76825837115186,4.5169317361148836e-05,-0.5263923437407991,-0.3192224371467345,0.026092529296875,0,182,10.0,60.0,0.0419207609491776,7,0,4,6
86.51205665622967,22.367097610548573,5.7000489885712775e-05,-1.0465023056584881,-0.5675714174082094,0.02000284194946289,0,173,10.0,65.0,0.046623629492194146,11,0,4,6
134.48432130866658,31.912961683445296,5.3112284374946045e-05,-1.127222584184194,-0.6455508206965965,0.02206254005432129,0,277,10.0,93.0,0.0478007176765414,9,0,6,6
113.79518258520375,25.06696256617021,4.011962946081016e-05,-1.2100953472409208,-0.8300893174578949,0.02402329444885254,0,228,10.0,67.0,0.048978354308852445,12,0,8,6
