,median_beta
0,4.694835680751174e-05
1,4.4034919764694575e-05
2,4.1599999279106286e-05
3,3.853307717457662e-05
4,3.6585457804552794e-05
5,3.393224162947713e-05
6,3.202854903003103e-05
7,3.091215480158347e-05
8,2.8986282359993205e-05
9,2.7719757362360777e-05
10,2.6247029748658806e-05
11,2.5362884915238185e-05
12,2.4182746797924085e-05
13,2.3581210788059255e-05
14,2.2763303731533924e-05
15,2.1775667331512594e-05
16,2.1574917002941395e-05
17,2.0919059393315577e-05
18,2.059000574235984e-05
19,2.017021101981968e-05
20,1.9690585573050928e-05
21,1.9707097176345227e-05
22,1.9304191735876278e-05
23,1.8926489623199943e-05
24,1.8727927225520267e-05
25,1.8670479729879494e-05
26,1.8544312136866722e-05
27,1.8646685592924843e-05
28,1.8327583757085906e-05
29,1.8330244753957257e-05
30,1.8456521499756065e-05
31,1.8418865219925523e-05
32,1.842063551531485e-05
33,1.8281469366535466e-05
34,1.8522532070224105e-05
35,1.8425215901663234e-05
36,1.8607795267675904e-05
37,1.8468008343109393e-05
38,1.8497114027407287e-05
39,1.8584213812972407e-05
40,1.8568711240063124e-05
41,1.868021481530112e-05
42,1.8862004879089906e-05
43,1.8883270961001258e-05
44,1.8852584672383237e-05
45,1.889859040816498e-05
46,1.9064612034256648e-05
47,1.9067657976490027e-05
48,1.929857388441747e-05
49,1.927607777038674e-05
50,1.9479707845074202e-05
51,1.9439243817409426e-05
52,1.950733410407933e-05
53,1.97966394877082e-05
54,1.997530035101973e-05
55,1.9929355797650818e-05
56,2.0047587419497562e-05
57,1.9990654739816458e-05
58,2.005695426684941e-05
59,2.0214785436231394e-05
60,2.0380617165319417e-05
61,2.0410539634048116e-05
62,2.059810971249093e-05
63,2.0476629915532707e-05
64,2.0743225414543643e-05
65,2.0944314600753124e-05
66,2.095559826850984e-05
67,2.0951534119820756e-05
68,2.1592720935569854e-05
69,2.143754648515699e-05
70,2.1642539801042536e-05
71,2.193513331703774e-05
72,2.2072978296521037e-05
73,2.2342010260769506e-05
74,2.245836641153628e-05
75,2.2675109703823624e-05
76,2.2780054815095953e-05
77,2.316591869459887e-05
78,2.300563024667073e-05
79,2.34547891438445e-05
80,2.3803663649871693e-05
81,2.390071436298382e-05
82,2.421397009965631e-05
83,2.460792860294991e-05
84,2.434124879714858e-05
85,2.473518221118698e-05
86,2.523309684048809e-05
87,2.5725886910112662e-05
88,2.599676787958573e-05
89,2.6401603216601994e-05
90,2.6675160016286427e-05
91,2.6844547651034543e-05
92,2.7275726387237956e-05
93,2.7864725946619125e-05
94,2.7812212017905406e-05
95,2.8140404984499025e-05
96,2.8603838494168694e-05
97,2.8907916615366822e-05
98,2.929294532420691e-05
99,3.0331641198316696e-05
100,3.0384094270004345e-05
101,3.081729792958373e-05
102,3.14213118038051e-05
103,3.1876088164791566e-05
104,3.186157920095731e-05
105,3.304421959339627e-05
106,3.306269299384449e-05
107,3.364206569773149e-05
108,3.349156777454619e-05
109,3.427414696083936e-05
110,3.439188284476362e-05
111,3.474591140397778e-05
112,3.563167590465541e-05
113,3.576491111323216e-05
114,3.5687542191427374e-05
115,3.6359733244703245e-05
116,3.6394256897059605e-05
117,3.669003999764172e-05
118,3.736654081211162e-05
119,3.703621199632244e-05
120,3.742081783782133e-05
121,3.730428389087921e-05
122,3.9152739680039286e-05
123,3.8558876026829425e-05
124,3.769733390037198e-05
125,3.9210087474384716e-05
126,3.7653014751879494e-05
127,3.9147047950531156e-05
128,4.006735250547518e-05
129,4.005607857418344e-05
130,3.819306380452054e-05
131,3.917741410570161e-05
132,3.929743051976895e-05
133,3.943767357129734e-05
134,3.9734421455950796e-05
135,3.801787781085882e-05
136,3.835983047616186e-05
137,3.685724548891388e-05
138,3.903821993554202e-05
139,3.6902543941300415e-05
140,3.92139207308485e-05
141,3.802137254654413e-05
142,3.68046989569329e-05
143,3.697542639844436e-05
144,3.630608855642782e-05
145,3.602815266341716e-05
146,3.6283579935940204e-05
147,3.585671155834498e-05
148,3.548209332052764e-05
149,3.4655007594682654e-05
150,3.680699144540258e-05
151,3.629220772371739e-05
152,3.330370104206342e-05
153,3.291493330598614e-05
154,3.2021232339546376e-05
155,3.178325297217133e-05
156,3.094481831390749e-05
157,3.015606284587215e-05
158,2.9439823607550202e-05
159,3.0936833417630945e-05
160,2.8506617716960185e-05
161,2.9478003708204033e-05
162,2.9076566908787896e-05
163,2.8288935016274324e-05
164,2.849339706165506e-05
165,2.800705728888727e-05
166,2.736996556060615e-05
167,2.8449629774486553e-05
168,2.855178906875854e-05
169,2.734876976815729e-05
170,2.591134065098608e-05
171,2.6686023071410666e-05
172,2.662610331521552e-05
173,2.7287505161341e-05
174,2.684104600019135e-05
175,2.4904380368727676e-05
176,2.4429209505088956e-05
177,2.4570941764524428e-05
178,2.5101823006906375e-05
179,2.3719036422165635e-05
180,2.405297174845432e-05
181,2.4319066147859924e-05
