rmse_I,rmse_Beta,time_predict,day,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
46446.66993346196,1.0374587838813447e-06,0.0029997825622558594,29,33894.0,74626.52930709242,38,51
75973.44468114083,1.1008185730621297e-06,0.0019996166229248047,16,126006.0,288065.1892851482,28,32
50430.34223854549,2.349751802258199e-06,0.0010001659393310547,11,312285.0,390865.3949841524,20,20
51572.9827483977,2.8860125870865206e-06,0.0019960403442382812,18,31833.0,85781.11870117538,25,32
48798.212575393285,2.8397073630550417e-06,0.002000093460083008,10,294723.0,384642.3307076383,19,19
27730.428214950145,3.7651941763156214e-06,0.000995635986328125,22,11617.0,51115.34263647435,24,36
29776.38184259236,7.01419159445872e-06,0.002001047134399414,16,13766.0,48530.21555861485,19,26
54155.60860740458,4.6026752523358795e-06,0.0010023117065429688,8,249411.0,363726.73319908266,17,15
68103.42898905533,3.4684719555987993e-06,0.0010023117065429688,12,97746.0,229001.84575276324,20,21
53590.26606091932,5.168757189527502e-06,0.00099945068359375,10,131282.0,253734.43597736995,18,18
55105.5921891848,5.1654476615444835e-06,0.0009996891021728516,12,84501.0,172877.62427162586,19,19
50992.363032321264,1.858056572314131e-06,0.00099945068359375,11,300377.0,363786.8196638613,23,23
55407.865013511786,4.320745622730565e-06,0.0009992122650146484,9,247795.0,358942.1122690614,17,16
69872.60105655415,1.8306278013055812e-06,0.0009987354278564453,11,147767.0,309368.77199231356,20,23
61960.80466368897,8.36808417987402e-07,0.0020008087158203125,27,80549.0,127417.24226878525,40,49
48811.709627781886,2.9667738669714566e-06,0.001001119613647461,9,357678.0,445257.46699616103,17,17
53636.02856527562,2.672052592242941e-06,0.0009992122650146484,12,149057.0,267245.25607132097,22,22
36452.13266072916,5.4568999614577285e-06,0.001999378204345703,17,24677.0,66264.86862259032,23,28
59573.32727882322,1.423091824994435e-06,0.001996278762817383,16,135349.0,201071.3217141303,25,30
57481.84336192797,4.645956760498101e-06,0.0009996891021728516,9,199070.0,307893.9983533062,17,16
51650.345885722374,2.5898881119293838e-06,0.002001047134399414,19,43524.0,129111.8356655801,30,31
52472.28280384916,3.6923475457033234e-06,0.0010004043579101562,9,258829.0,377698.60952712985,18,16
55182.319887351005,5.061773181016011e-06,0.0010001659393310547,8,254487.0,368620.32752682123,17,15
45356.51302164307,2.959825486803134e-06,0.0010001659393310547,9,291980.0,412085.267439035,19,17
41528.097101520136,3.1253366318008277e-06,0.0009996891021728516,21,39081.0,92005.83506705785,28,33
72316.71095822434,1.7700355716091287e-06,0.002000093460083008,12,268585.0,383556.75935258827,23,23
59092.86535844937,2.672674640407451e-06,0.0010013580322265625,15,75692.0,183603.98430254048,22,25
53200.90985541558,6.789400357910933e-07,0.001998424530029297,29,67445.0,103751.57571632345,39,56
29702.23044480332,8.692615745296511e-06,0.0019989013671875,15,13464.0,53122.09573327784,19,25
91469.66296521937,1.6949571434669808e-06,0.0010008811950683594,15,97909.0,242498.15666188195,24,29
51093.61286620776,3.5970004072535575e-06,0.0009996891021728516,9,243005.0,373759.6485497949,19,17
