rmse_I,rmse_Beta,time_predict,day,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
17967.70973219791,4.2644113003779754e-07,0.0,12,96015.0,47431.66210865016,20,19
35375.70348754083,3.7320015623239367e-07,0.0,27,106926.0,14842.666666666668,39,28
42075.19217977359,2.3521082304507446e-07,0.0,10,296604.0,230552.33704049326,19,19
3416.4437967696044,9.188783468660586e-07,0.0,15,17000.0,10264.739940178166,20,17
17175.89772104388,4.1693216450659805e-07,0.0,12,95308.0,48309.79370793444,19,19
11086.499599741199,5.240300820890799e-07,0.0,31,32742.0,11909.112403241914,39,33
30545.117637079347,3.5175345316898597e-07,0.0,28,102260.0,9739.5,43,29
43701.99160941276,4.832601654410516e-07,0.0,9,198858.0,183495.85655940147,17,17
27542.996422064294,5.422595930626912e-07,0.0060002803802490234,18,84550.0,10580.347682177442,31,20
26400.5861950425,2.513108887124692e-07,0.0,10,164005.0,108498.53490685264,20,19
44194.050715508456,3.5606656788657517e-07,0.0,15,151153.0,23417.942216455565,26,21
39700.8591822562,4.339712465215512e-07,0.0,8,225800.0,232141.20871199557,17,17
3407.663255812272,3.7600382436145594e-07,0.0,14,23928.0,15615.013138081096,19,17
10345.375269697835,5.239796308833622e-07,0.00099945068359375,11,54224.0,38844.73696249651,17,17
40503.035851207605,3.263048796775879e-07,0.0010023117065429688,12,222101.0,91617.12037845587,22,20
22961.860162385186,6.616240737150069e-07,0.001999378204345703,25,79712.0,22705.80143349221,33,27
56239.09486972242,2.568664461145031e-07,0.0009989738464355469,11,299105.0,141352.02690879715,21,20
16480.35883225619,7.876358609699075e-07,0.0009996891021728516,10,80785.0,56085.086021955765,17,18
18489.528916105337,2.7748846074579637e-07,0.001001119613647461,10,108875.0,97586.00447913908,17,18
44321.22348371341,4.0032581286044454e-07,0.0009996891021728516,8,228381.0,214086.2797327683,17,17
32669.051632219864,7.717666661908861e-07,0.0010013580322265625,12,141583.0,61803.35843339972,20,19
2965.578883928009,1.1459271098630921e-06,0.0009987354278564453,14,15732.0,11312.856009477528,18,16
16773.45335876098,4.453821536763071e-07,0.0019996166229248047,11,127205.0,82914.89773738182,19,19
5976.0900412724795,8.901404869064936e-07,0.0009999275207519531,21,19582.0,9364.0,28,22
39676.38288494971,7.846352766226963e-07,0.0019998550415039062,43,111661.0,15548.313027209997,60,46
11365.348214784963,3.6460643299230244e-07,0.002000093460083008,12,96111.0,67203.91330505631,23,21
12871.409856017775,8.702581480011675e-07,0.00099945068359375,17,52411.0,22673.517937807715,23,19
43175.56983355139,4.5631992070293536e-07,0.0059931278228759766,17,122467.0,33587.505592843714,31,21
3292.9870072349295,3.491238176576661e-07,0.005997419357299805,13,17397.0,12758.35503128668,17,15
17548.497097458894,7.813327950498929e-07,0.0,11,103498.0,61845.148812960484,18,18
5647.346803366201,4.29296334834746e-07,0.0,14,27547.0,15091.630759772677,19,17
22955.822592569315,4.052684974496211e-07,0.0,9,118545.0,97374.9209263926,18,18
72668.27656582395,5.300249616084308e-07,0.0,14,261922.0,76799.93055153861,23,21
32622.641070500682,3.243987314166791e-07,0.0,9,296285.0,257634.1018415462,19,18
50290.48982752543,4.215769150060845e-07,0.0,8,383673.0,370969.91155205085,17,16
4658.46601280447,1.1149876324588932e-06,0.0,26,14826.0,8021.0,35,26
17048.48371864446,8.036484574383086e-07,0.002019166946411133,14,67893.0,19893.170273148982,21,19
44695.28551085853,3.880197092023016e-07,0.0,9,257693.0,224110.5571854955,17,18
2723.7360226083465,1.0082438327125005e-06,0.0,19,13082.0,9429.5,24,20
35848.24383320911,3.4729446400297507e-07,0.0059969425201416016,27,90953.0,9820.28187938002,46,29
24504.909013417033,3.645275097772222e-07,0.00599980354309082,9,211080.0,161733.8158151879,18,19
49680.439462520386,2.8471943620747743e-07,0.0,12,215688.0,72173.57325612252,21,21
24179.827309723747,4.870748966101482e-07,0.0,9,101223.0,89062.24147035625,16,17
28511.602108856325,3.792157366622189e-07,0.0,9,142418.0,121902.46641956575,18,18
17545.517125560655,5.836946969446295e-07,0.0,10,82359.0,60618.763303908716,17,18
36749.36154837125,3.969703613158587e-07,0.0,8,276988.0,247574.95083534572,17,18
28215.895481507345,8.437130287888162e-07,0.0,15,94986.0,15321.508097400138,25,20
38230.47615377612,4.241099749350133e-07,0.0,8,214548.0,200328.58265411458,17,18
29787.858709943204,7.831390762825832e-07,0.0,12,149224.0,65383.68131593731,20,19
43866.62904648362,4.0624673371850786e-07,0.0,14,171911.0,39621.720940822146,24,21
9983.755446465824,1.238215441534536e-06,0.0,18,31986.0,12822.67983088283,26,20
16740.680914347344,6.036949194268695e-07,0.0059816837310791016,27,54559.0,13835.17586003129,37,29
19268.491267810594,5.529547244939589e-07,0.0,11,89512.0,40704.53109264262,20,19
5090.894751656389,7.009732571812225e-07,0.002482891082763672,14,25073.0,14174.627140386305,19,17
3144.267646197261,9.53040768613445e-07,0.0,17,15650.0,9693.666666666666,22,18
13528.683295832006,5.894574187301673e-07,0.0,17,60415.0,21014.087651371337,24,20
22059.793633514637,7.868961584900148e-07,0.00599980354309082,13,98874.0,36375.320726815786,22,19
12849.301816240504,7.080087032522756e-07,0.0,12,61602.0,27074.099135057382,19,18
2852.741047669047,6.305579088556983e-07,0.0,15,16159.0,10779.0,19,16
13287.009654387826,5.139032655911399e-07,0.002133607864379883,14,61010.0,18177.824418714925,21,19
2273.7693437470616,4.862195297796912e-07,0.0,14,16422.0,11308.341217062942,18,16
87522.88658740315,3.8916115850436523e-07,0.005999565124511719,13,331477.0,72610.83893027648,23,21
28506.33742120478,4.941750535152213e-07,0.0,14,119367.0,46861.58873118457,21,20
6669.023719248193,7.761546789565416e-07,0.0,12,38322.0,25967.49515109544,19,17
59154.56273975815,5.02721035316047e-07,0.0,16,199845.0,21710.12765937559,27,21
32532.2558232785,4.287713752569037e-07,0.0,14,104149.0,26960.491198035506,22,21
14505.332969481564,8.869908671990812e-07,0.0,12,79393.0,48746.46037654435,20,18
58750.28893209717,4.31750516793415e-07,0.0,12,245283.0,81171.1612208436,21,20
27783.985975122727,4.832232838498555e-07,0.0,10,163690.0,92317.3505897111,19,19
52077.18932960595,3.606899829472371e-07,0.005997657775878906,11,312461.0,179888.43756596177,19,19
6084.224866618613,5.17323093992283e-07,0.0,12,35784.0,22290.472912491452,18,17
