rmse_I,rmse_Beta,time_predict,40,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
904.1304951070831,5.833103018283501e-07,0.13899827003479004,40,8194,8897.030037666336,141,158
812.568120861141,7.081435532778724e-07,0.11399960517883301,40,8297,8965.93929015025,147,154
805.8632241905594,7.315813462726039e-07,0.11199641227722168,40,8302,9044.00689096771,136,151
716.5185823255831,7.7825646981048e-07,0.1119999885559082,40,8129,9002.65102614331,153,153
763.501406666341,6.880150592174453e-07,0.11200094223022461,40,8431,8978.266790897704,139,154
710.9744940189223,7.660997610953623e-07,0.11360907554626465,40,8203,9058.69573866827,146,150
608.7175221017441,7.069433650248816e-07,0.11299872398376465,40,8329,9057.788145825538,143,150
754.1467656476847,6.498542540051621e-07,0.11300277709960938,40,8337,8941.486476948796,141,156
701.2263248033684,6.762219060953779e-07,0.11100077629089355,40,8161,8942.083642260919,145,156
1009.7308050953837,6.082783935561458e-07,0.11200118064880371,40,8530,8912.535265579168,142,157
627.3148700325845,8.96911644833991e-07,0.11212801933288574,40,8446,9301.84205704946,134,141
684.5141237085394,8.886423334570126e-07,0.1119999885559082,40,8347,9200.956677230011,141,144
668.0588396498296,9.585536895543636e-07,0.11199951171875,40,8431,9551.499993250713,131,134
611.1304845092106,9.317310222670451e-07,0.11300230026245117,40,8596,9375.744621156888,140,139
603.9145057347162,9.495094918988133e-07,0.11199784278869629,40,8557,9307.195971781166,138,141
669.460404077056,9.79552344716651e-07,0.11099863052368164,40,8524,9315.375085446189,138,141
635.3690290800503,9.780951824354498e-07,0.11161494255065918,40,8683,9354.176013626471,136,139
667.8105453986852,1.0059825943112329e-06,0.11200237274169922,40,8448,9450.598586371667,140,137
696.2665835338946,9.021265854672814e-07,0.11200213432312012,40,8293,9146.240933884152,137,146
605.3887961619315,9.595998089448217e-07,0.1100001335144043,40,8581,9307.420557288158,138,141
734.201925807756,1.1671091566729092e-06,0.1120002269744873,40,8722,9982.039589802429,130,125
691.9787609774863,1.1641417218209584e-06,0.1120004653930664,40,8700,9891.616552857393,127,127
676.3581910947071,1.085656348031023e-06,0.1119997501373291,40,8616,9833.527676533964,137,128
620.5777131789058,1.0769698080280637e-06,0.1119999885559082,40,8625,9687.470658521426,134,131
683.0563093445949,1.0990492312256756e-06,0.10469985008239746,40,8538,9711.72702236656,129,131
659.1554249136917,1.1666825826643863e-06,0.10900354385375977,40,8639,9778.68631755423,130,129
723.4867363677952,1.0947133744985281e-06,0.10800051689147949,40,8537,9787.672481343201,130,129
714.2031166410314,1.2027107227738367e-06,0.10900163650512695,40,8725,9992.925050265048,127,125
845.2735450530762,1.2291785254625602e-06,0.10699963569641113,40,8623,10118.903938382158,128,123
678.6122782756656,1.0637031419999327e-06,0.10813164710998535,40,8591,9700.484534836518,131,131
778.910951591589,1.173731220645966e-06,0.10799932479858398,40,8635,10060.170880863498,127,124
1007.8111655465246,1.2947565999805743e-06,0.10913777351379395,40,8571,10312.164716971198,132,120
826.575785780112,1.2857874983871883e-06,0.10800004005432129,40,8654,10119.708715424711,133,123
1119.8801380883222,1.5261632422529467e-06,0.108001708984375,40,8642,10743.465976325524,123,115
886.0704467678179,1.2637394146884132e-06,0.1080012321472168,40,8558,10190.488489416848,126,122
916.5049042199346,1.319440694729658e-06,0.10735106468200684,40,8565,10255.04607294073,124,121
1030.5233635286602,1.4166098336362364e-06,0.10699820518493652,40,8554,10588.699136386802,128,116
972.224963745505,1.2953669051554435e-06,0.10812783241271973,40,8491,10206.766911142955,126,122
907.8005137320624,1.3973793881295288e-06,0.10899901390075684,40,8626,10214.52408458568,126,122
907.4142750144155,1.290351686181254e-06,0.10700345039367676,40,8649,10396.1358267581,123,119
