,beta,init_rec_frac
3876,0.79,0.61
3877,0.79,0.62
3878,0.79,0.63
3879,0.79,0.64
3880,0.79,0.65
3881,0.79,0.66
3882,0.79,0.67
3883,0.79,0.68
3884,0.79,0.69
3885,0.79,0.7
3886,0.79,0.71
3887,0.79,0.72
3888,0.79,0.73
3889,0.79,0.74
3890,0.79,0.75
3891,0.79,0.76
3892,0.79,0.77
3893,0.79,0.78
3894,0.79,0.79
3895,0.79,0.8
3896,0.79,0.81
3897,0.79,0.83
3898,0.79,0.84
3899,0.79,0.87
3900,0.79,0.88
3901,0.79,0.89
3902,0.79,0.92
3903,0.8,0.2
3904,0.8,0.21
3905,0.8,0.22
3906,0.8,0.23
3907,0.8,0.24
3908,0.8,0.25
3909,0.8,0.26
3910,0.8,0.27
3911,0.8,0.28
3912,0.8,0.29
3913,0.8,0.3
3914,0.8,0.31
3915,0.8,0.32
3916,0.8,0.33
3917,0.8,0.34
3918,0.8,0.35
3919,0.8,0.36
3920,0.8,0.37
3921,0.8,0.38
3922,0.8,0.39
3923,0.8,0.4
3924,0.8,0.41
3925,0.8,0.42
3926,0.8,0.43
3927,0.8,0.44
3928,0.8,0.45
3929,0.8,0.46
3930,0.8,0.47
3931,0.8,0.48
3932,0.8,0.49
3933,0.8,0.5
3934,0.8,0.51
3935,0.8,0.52
3936,0.8,0.53
3937,0.8,0.54
3938,0.8,0.55
3939,0.8,0.56
3940,0.8,0.57
3941,0.8,0.58
3942,0.8,0.59
3943,0.8,0.6
3944,0.8,0.61
3945,0.8,0.62
3946,0.8,0.63
3947,0.8,0.64
3948,0.8,0.65
3949,0.8,0.66
3950,0.8,0.67
3951,0.8,0.68
3952,0.8,0.69
3953,0.8,0.7
3954,0.8,0.71
3955,0.8,0.72
3956,0.8,0.73
3957,0.8,0.74
3958,0.8,0.75
3959,0.8,0.76
3960,0.8,0.77
3961,0.8,0.78
3962,0.8,0.8
3963,0.8,0.81
3964,0.8,0.83
3965,0.8,0.97
3966,0.81,0.2
3967,0.81,0.21
3968,0.81,0.22
3969,0.81,0.23
3970,0.81,0.24
3971,0.81,0.25
3972,0.81,0.26
3973,0.81,0.27
3974,0.81,0.28
3975,0.81,0.29
3976,0.81,0.3
3977,0.81,0.31
3978,0.81,0.32
3979,0.81,0.33
3980,0.81,0.34
3981,0.81,0.35
3982,0.81,0.36
3983,0.81,0.37
3984,0.81,0.38
3985,0.81,0.39
3986,0.81,0.4
3987,0.81,0.41
3988,0.81,0.42
3989,0.81,0.43
3990,0.81,0.44
3991,0.81,0.45
3992,0.81,0.46
3993,0.81,0.47
3994,0.81,0.48
3995,0.81,0.49
3996,0.81,0.5
3997,0.81,0.51
3998,0.81,0.52
3999,0.81,0.53
4000,0.81,0.54
4001,0.81,0.55
4002,0.81,0.56
4003,0.81,0.57
4004,0.81,0.58
4005,0.81,0.59
4006,0.81,0.6
4007,0.81,0.61
4008,0.81,0.62
4009,0.81,0.63
4010,0.81,0.64
4011,0.81,0.65
4012,0.81,0.66
4013,0.81,0.67
4014,0.81,0.68
4015,0.81,0.69
4016,0.81,0.7
4017,0.81,0.71
4018,0.81,0.72
4019,0.81,0.73
4020,0.81,0.74
4021,0.81,0.75
4022,0.81,0.76
4023,0.81,0.77
4024,0.81,0.78
4025,0.81,0.81
4026,0.81,0.82
4027,0.81,0.87
4028,0.81,0.92
4029,0.82,0.2
4030,0.82,0.21
4031,0.82,0.22
4032,0.82,0.23
4033,0.82,0.24
4034,0.82,0.25
4035,0.82,0.26
4036,0.82,0.27
4037,0.82,0.28
4038,0.82,0.29
4039,0.82,0.3
4040,0.82,0.31
4041,0.82,0.32
4042,0.82,0.33
4043,0.82,0.34
4044,0.82,0.35
4045,0.82,0.36
4046,0.82,0.37
4047,0.82,0.38
4048,0.82,0.39
4049,0.82,0.4
4050,0.82,0.41
4051,0.82,0.42
4052,0.82,0.43
4053,0.82,0.44
4054,0.82,0.45
4055,0.82,0.46
4056,0.82,0.47
4057,0.82,0.48
4058,0.82,0.49
4059,0.82,0.5
4060,0.82,0.51
4061,0.82,0.52
4062,0.82,0.53
4063,0.82,0.54
4064,0.82,0.55
4065,0.82,0.56
4066,0.82,0.57
4067,0.82,0.58
4068,0.82,0.59
4069,0.82,0.6
4070,0.82,0.61
4071,0.82,0.62
4072,0.82,0.63
4073,0.82,0.64
4074,0.82,0.65
4075,0.82,0.66
4076,0.82,0.67
4077,0.82,0.68
4078,0.82,0.69
4079,0.82,0.7
4080,0.82,0.71
4081,0.82,0.72
4082,0.82,0.73
4083,0.82,0.74
4084,0.82,0.75
4085,0.82,0.76
4086,0.82,0.77
4087,0.82,0.78
4088,0.82,0.8
4089,0.82,0.81
4090,0.82,0.82
4091,0.82,0.84
4092,0.82,0.87
4093,0.82,0.89
4094,0.83,0.2
4095,0.83,0.21
4096,0.83,0.22
4097,0.83,0.23
4098,0.83,0.24
4099,0.83,0.25
4100,0.83,0.26
4101,0.83,0.27
4102,0.83,0.28
4103,0.83,0.29
4104,0.83,0.3
4105,0.83,0.31
4106,0.83,0.32
4107,0.83,0.33
4108,0.83,0.34
4109,0.83,0.35
4110,0.83,0.36
4111,0.83,0.37
4112,0.83,0.38
4113,0.83,0.39
4114,0.83,0.4
4115,0.83,0.41
4116,0.83,0.42
4117,0.83,0.43
4118,0.83,0.44
4119,0.83,0.45
4120,0.83,0.46
4121,0.83,0.47
4122,0.83,0.48
4123,0.83,0.49
4124,0.83,0.5
4125,0.83,0.51
4126,0.83,0.52
4127,0.83,0.53
4128,0.83,0.54
4129,0.83,0.55
4130,0.83,0.56
4131,0.83,0.57
4132,0.83,0.58
4133,0.83,0.59
4134,0.83,0.6
4135,0.83,0.61
4136,0.83,0.62
4137,0.83,0.63
4138,0.83,0.64
4139,0.83,0.65
4140,0.83,0.66
4141,0.83,0.67
4142,0.83,0.68
4143,0.83,0.69
4144,0.83,0.7
4145,0.83,0.71
4146,0.83,0.72
4147,0.83,0.73
4148,0.83,0.74
4149,0.83,0.75
4150,0.83,0.77
4151,0.83,0.8
4152,0.83,0.82
4153,0.83,0.83
4154,0.83,0.84
4155,0.83,0.85
4156,0.83,0.9
4157,0.84,0.2
4158,0.84,0.21
4159,0.84,0.22
4160,0.84,0.23
4161,0.84,0.24
4162,0.84,0.25
4163,0.84,0.26
4164,0.84,0.27
4165,0.84,0.28
4166,0.84,0.29
4167,0.84,0.3
4168,0.84,0.31
4169,0.84,0.32
4170,0.84,0.33
4171,0.84,0.34
4172,0.84,0.35
4173,0.84,0.36
4174,0.84,0.37
4175,0.84,0.38
4176,0.84,0.39
4177,0.84,0.4
4178,0.84,0.41
4179,0.84,0.42
4180,0.84,0.43
4181,0.84,0.44
4182,0.84,0.45
4183,0.84,0.46
4184,0.84,0.47
4185,0.84,0.48
4186,0.84,0.49
4187,0.84,0.5
4188,0.84,0.51
4189,0.84,0.52
4190,0.84,0.53
4191,0.84,0.54
4192,0.84,0.55
4193,0.84,0.56
4194,0.84,0.57
4195,0.84,0.58
4196,0.84,0.59
4197,0.84,0.6
4198,0.84,0.61
4199,0.84,0.62
4200,0.84,0.63
4201,0.84,0.64
4202,0.84,0.65
4203,0.84,0.66
4204,0.84,0.67
4205,0.84,0.68
4206,0.84,0.69
4207,0.84,0.7
4208,0.84,0.71
4209,0.84,0.72
4210,0.84,0.73
4211,0.84,0.74
4212,0.84,0.75
4213,0.84,0.76
4214,0.84,0.78
4215,0.84,0.8
4216,0.84,0.81
4217,0.84,0.82
4218,0.84,0.84
4219,0.85,0.2
4220,0.85,0.21
4221,0.85,0.22
4222,0.85,0.23
4223,0.85,0.24
4224,0.85,0.25
4225,0.85,0.26
4226,0.85,0.27
4227,0.85,0.28
4228,0.85,0.29
4229,0.85,0.3
4230,0.85,0.31
4231,0.85,0.32
4232,0.85,0.33
4233,0.85,0.34
4234,0.85,0.35
4235,0.85,0.36
4236,0.85,0.37
4237,0.85,0.38
4238,0.85,0.39
4239,0.85,0.4
4240,0.85,0.41
4241,0.85,0.42
4242,0.85,0.43
4243,0.85,0.44
4244,0.85,0.45
4245,0.85,0.46
4246,0.85,0.47
4247,0.85,0.48
4248,0.85,0.49
4249,0.85,0.5
4250,0.85,0.51
4251,0.85,0.52
4252,0.85,0.53
4253,0.85,0.54
4254,0.85,0.55
4255,0.85,0.56
4256,0.85,0.57
4257,0.85,0.58
4258,0.85,0.59
4259,0.85,0.6
4260,0.85,0.61
4261,0.85,0.62
4262,0.85,0.63
4263,0.85,0.64
4264,0.85,0.65
4265,0.85,0.66
4266,0.85,0.67
4267,0.85,0.68
4268,0.85,0.69
4269,0.85,0.7
4270,0.85,0.71
4271,0.85,0.72
4272,0.85,0.73
4273,0.85,0.74
4274,0.85,0.76
4275,0.85,0.8
4276,0.85,0.81
4277,0.85,0.84
4278,0.85,0.87
4279,0.86,0.2
4280,0.86,0.21
4281,0.86,0.22
4282,0.86,0.23
4283,0.86,0.24
4284,0.86,0.25
4285,0.86,0.26
4286,0.86,0.27
4287,0.86,0.28
4288,0.86,0.29
4289,0.86,0.3
4290,0.86,0.31
4291,0.86,0.32
4292,0.86,0.33
4293,0.86,0.34
4294,0.86,0.35
4295,0.86,0.36
4296,0.86,0.37
4297,0.86,0.38
4298,0.86,0.39
4299,0.86,0.4
4300,0.86,0.41
4301,0.86,0.42
4302,0.86,0.43
4303,0.86,0.44
4304,0.86,0.45
4305,0.86,0.46
4306,0.86,0.47
4307,0.86,0.48
4308,0.86,0.49
4309,0.86,0.5
4310,0.86,0.51
4311,0.86,0.52
4312,0.86,0.53
4313,0.86,0.54
4314,0.86,0.55
4315,0.86,0.56
4316,0.86,0.57
4317,0.86,0.58
4318,0.86,0.59
4319,0.86,0.6
4320,0.86,0.61
4321,0.86,0.62
4322,0.86,0.63
4323,0.86,0.64
4324,0.86,0.65
4325,0.86,0.66
4326,0.86,0.67
4327,0.86,0.68
4328,0.86,0.69
4329,0.86,0.7
4330,0.86,0.71
4331,0.86,0.72
4332,0.86,0.73
4333,0.86,0.74
4334,0.86,0.75
4335,0.86,0.77
4336,0.86,0.78
4337,0.86,0.81
4338,0.86,0.83
4339,0.86,0.91
4340,0.87,0.2
4341,0.87,0.21
4342,0.87,0.22
4343,0.87,0.23
4344,0.87,0.24
4345,0.87,0.25
4346,0.87,0.26
4347,0.87,0.27
4348,0.87,0.28
4349,0.87,0.29
4350,0.87,0.3
4351,0.87,0.31
4352,0.87,0.32
4353,0.87,0.33
4354,0.87,0.34
4355,0.87,0.35
4356,0.87,0.36
4357,0.87,0.37
4358,0.87,0.38
4359,0.87,0.39
4360,0.87,0.4
4361,0.87,0.41
4362,0.87,0.42
4363,0.87,0.43
4364,0.87,0.44
4365,0.87,0.45
4366,0.87,0.46
4367,0.87,0.47
4368,0.87,0.48
4369,0.87,0.49
4370,0.87,0.5
4371,0.87,0.51
4372,0.87,0.52
4373,0.87,0.53
4374,0.87,0.54
4375,0.87,0.55
4376,0.87,0.56
4377,0.87,0.57
4378,0.87,0.58
4379,0.87,0.59
4380,0.87,0.6
4381,0.87,0.61
4382,0.87,0.62
4383,0.87,0.63
4384,0.87,0.64
4385,0.87,0.65
4386,0.87,0.66
4387,0.87,0.67
4388,0.87,0.68
4389,0.87,0.69
4390,0.87,0.7
4391,0.87,0.71
4392,0.87,0.72
4393,0.87,0.73
4394,0.87,0.76
4395,0.87,0.79
4396,0.88,0.2
4397,0.88,0.21
4398,0.88,0.22
4399,0.88,0.23
4400,0.88,0.24
4401,0.88,0.25
4402,0.88,0.26
4403,0.88,0.27
4404,0.88,0.28
4405,0.88,0.29
4406,0.88,0.3
4407,0.88,0.31
4408,0.88,0.32
4409,0.88,0.33
4410,0.88,0.34
4411,0.88,0.35
4412,0.88,0.36
4413,0.88,0.37
4414,0.88,0.38
4415,0.88,0.39
4416,0.88,0.4
4417,0.88,0.41
4418,0.88,0.42
4419,0.88,0.43
4420,0.88,0.44
4421,0.88,0.45
4422,0.88,0.46
4423,0.88,0.47
4424,0.88,0.48
4425,0.88,0.49
4426,0.88,0.5
4427,0.88,0.51
4428,0.88,0.52
4429,0.88,0.53
4430,0.88,0.54
4431,0.88,0.55
4432,0.88,0.56
4433,0.88,0.57
4434,0.88,0.58
4435,0.88,0.59
4436,0.88,0.6
4437,0.88,0.61
4438,0.88,0.62
4439,0.88,0.63
4440,0.88,0.64
4441,0.88,0.65
4442,0.88,0.66
4443,0.88,0.67
4444,0.88,0.68
4445,0.88,0.69
4446,0.88,0.7
4447,0.88,0.71
4448,0.88,0.72
4449,0.88,0.73
4450,0.88,0.74
4451,0.88,0.75
4452,0.88,0.76
4453,0.88,0.77
4454,0.88,0.78
4455,0.88,0.79
4456,0.88,0.81
4457,0.88,0.88
4458,0.89,0.2
4459,0.89,0.21
4460,0.89,0.22
4461,0.89,0.23
4462,0.89,0.24
4463,0.89,0.25
4464,0.89,0.26
4465,0.89,0.27
4466,0.89,0.28
4467,0.89,0.29
4468,0.89,0.3
4469,0.89,0.31
4470,0.89,0.32
4471,0.89,0.33
4472,0.89,0.34
4473,0.89,0.35
4474,0.89,0.36
4475,0.89,0.37
4476,0.89,0.38
4477,0.89,0.39
4478,0.89,0.4
4479,0.89,0.41
4480,0.89,0.42
4481,0.89,0.43
4482,0.89,0.44
4483,0.89,0.45
4484,0.89,0.46
4485,0.89,0.47
4486,0.89,0.48
4487,0.89,0.49
4488,0.89,0.5
4489,0.89,0.51
4490,0.89,0.52
4491,0.89,0.53
4492,0.89,0.54
4493,0.89,0.55
4494,0.89,0.56
4495,0.89,0.57
4496,0.89,0.58
4497,0.89,0.59
4498,0.89,0.6
4499,0.89,0.61
4500,0.89,0.62
4501,0.89,0.63
4502,0.89,0.64
4503,0.89,0.65
4504,0.89,0.66
4505,0.89,0.67
4506,0.89,0.68
4507,0.89,0.69
4508,0.89,0.7
4509,0.89,0.71
4510,0.89,0.72
4511,0.89,0.73
4512,0.89,0.74
4513,0.9,0.2
4514,0.9,0.21
4515,0.9,0.22
4516,0.9,0.23
4517,0.9,0.24
4518,0.9,0.25
4519,0.9,0.26
4520,0.9,0.27
4521,0.9,0.28
4522,0.9,0.29
4523,0.9,0.3
4524,0.9,0.31
4525,0.9,0.32
4526,0.9,0.33
4527,0.9,0.34
4528,0.9,0.35
4529,0.9,0.36
4530,0.9,0.37
4531,0.9,0.38
4532,0.9,0.39
4533,0.9,0.4
4534,0.9,0.41
4535,0.9,0.42
4536,0.9,0.43
4537,0.9,0.44
4538,0.9,0.45
4539,0.9,0.46
4540,0.9,0.47
4541,0.9,0.48
4542,0.9,0.49
4543,0.9,0.5
4544,0.9,0.51
4545,0.9,0.52
4546,0.9,0.53
4547,0.9,0.54
4548,0.9,0.55
4549,0.9,0.56
4550,0.9,0.57
4551,0.9,0.58
4552,0.9,0.59
4553,0.9,0.6
4554,0.9,0.61
4555,0.9,0.62
4556,0.9,0.63
4557,0.9,0.64
4558,0.9,0.65
4559,0.9,0.66
4560,0.9,0.67
4561,0.9,0.68
4562,0.9,0.69
4563,0.9,0.7
4564,0.9,0.71
4565,0.9,0.74
4566,0.9,0.75
4567,0.9,0.78
4568,0.9,0.81
4569,0.9,0.84
4570,0.9,0.86
4571,0.9,0.97
4572,0.91,0.2
4573,0.91,0.21
4574,0.91,0.22
4575,0.91,0.23
4576,0.91,0.24
4577,0.91,0.25
4578,0.91,0.26
4579,0.91,0.27
4580,0.91,0.28
4581,0.91,0.29
4582,0.91,0.3
4583,0.91,0.31
4584,0.91,0.32
4585,0.91,0.33
4586,0.91,0.34
4587,0.91,0.35
4588,0.91,0.36
4589,0.91,0.37
4590,0.91,0.38
4591,0.91,0.39
4592,0.91,0.4
4593,0.91,0.41
4594,0.91,0.42
4595,0.91,0.43
4596,0.91,0.44
4597,0.91,0.45
4598,0.91,0.46
4599,0.91,0.47
4600,0.91,0.48
4601,0.91,0.49
4602,0.91,0.5
4603,0.91,0.51
4604,0.91,0.52
4605,0.91,0.53
4606,0.91,0.54
4607,0.91,0.55
4608,0.91,0.56
4609,0.91,0.57
4610,0.91,0.58
4611,0.91,0.59
4612,0.91,0.6
4613,0.91,0.61
4614,0.91,0.62
4615,0.91,0.63
4616,0.91,0.64
4617,0.91,0.65
4618,0.91,0.66
4619,0.91,0.67
4620,0.91,0.68
4621,0.91,0.69
4622,0.91,0.7
4623,0.91,0.71
4624,0.91,0.72
4625,0.91,0.73
4626,0.91,0.74
4627,0.91,0.77
4628,0.91,0.78
4629,0.91,0.81
4630,0.91,0.82
4631,0.91,0.91
4632,0.92,0.2
4633,0.92,0.21
4634,0.92,0.22
4635,0.92,0.23
4636,0.92,0.24
4637,0.92,0.25
4638,0.92,0.26
4639,0.92,0.27
4640,0.92,0.28
4641,0.92,0.29
4642,0.92,0.3
4643,0.92,0.31
4644,0.92,0.32
4645,0.92,0.33
4646,0.92,0.34
4647,0.92,0.35
4648,0.92,0.36
4649,0.92,0.37
4650,0.92,0.38
4651,0.92,0.39
4652,0.92,0.4
4653,0.92,0.41
4654,0.92,0.42
4655,0.92,0.43
4656,0.92,0.44
4657,0.92,0.45
4658,0.92,0.46
4659,0.92,0.47
4660,0.92,0.48
4661,0.92,0.49
4662,0.92,0.5
4663,0.92,0.51
4664,0.92,0.52
4665,0.92,0.53
4666,0.92,0.54
4667,0.92,0.55
4668,0.92,0.56
4669,0.92,0.57
4670,0.92,0.58
4671,0.92,0.59
4672,0.92,0.6
4673,0.92,0.61
4674,0.92,0.62
4675,0.92,0.63
4676,0.92,0.64
4677,0.92,0.65
4678,0.92,0.66
4679,0.92,0.67
4680,0.92,0.68
4681,0.92,0.69
4682,0.92,0.7
4683,0.92,0.71
4684,0.92,0.72
4685,0.92,0.75
4686,0.92,0.76
4687,0.92,0.77
4688,0.93,0.2
4689,0.93,0.21
4690,0.93,0.22
4691,0.93,0.23
4692,0.93,0.24
4693,0.93,0.25
4694,0.93,0.26
4695,0.93,0.27
4696,0.93,0.28
4697,0.93,0.29
4698,0.93,0.3
4699,0.93,0.31
4700,0.93,0.32
4701,0.93,0.33
4702,0.93,0.34
4703,0.93,0.35
4704,0.93,0.36
4705,0.93,0.37
4706,0.93,0.38
4707,0.93,0.39
4708,0.93,0.4
4709,0.93,0.41
4710,0.93,0.42
4711,0.93,0.43
4712,0.93,0.44
4713,0.93,0.45
4714,0.93,0.46
4715,0.93,0.47
4716,0.93,0.48
4717,0.93,0.49
4718,0.93,0.5
4719,0.93,0.51
4720,0.93,0.52
4721,0.93,0.53
4722,0.93,0.54
4723,0.93,0.55
4724,0.93,0.56
4725,0.93,0.57
4726,0.93,0.58
4727,0.93,0.59
4728,0.93,0.6
4729,0.93,0.61
4730,0.93,0.62
4731,0.93,0.63
4732,0.93,0.64
4733,0.93,0.65
4734,0.93,0.66
4735,0.93,0.68
4736,0.93,0.69
4737,0.93,0.7
4738,0.93,0.71
4739,0.93,0.72
4740,0.93,0.73
4741,0.93,0.74
4742,0.93,0.78
4743,0.93,0.81
4744,0.93,0.89
4745,0.94,0.2
4746,0.94,0.21
4747,0.94,0.22
4748,0.94,0.23
4749,0.94,0.24
4750,0.94,0.25
4751,0.94,0.26
4752,0.94,0.27
4753,0.94,0.28
4754,0.94,0.29
4755,0.94,0.3
4756,0.94,0.31
4757,0.94,0.32
4758,0.94,0.33
4759,0.94,0.34
4760,0.94,0.35
4761,0.94,0.36
4762,0.94,0.37
4763,0.94,0.38
4764,0.94,0.39
4765,0.94,0.4
4766,0.94,0.41
4767,0.94,0.42
4768,0.94,0.43
4769,0.94,0.44
4770,0.94,0.45
4771,0.94,0.46
4772,0.94,0.47
4773,0.94,0.48
4774,0.94,0.49
4775,0.94,0.5
4776,0.94,0.51
4777,0.94,0.52
4778,0.94,0.53
4779,0.94,0.54
4780,0.94,0.55
4781,0.94,0.56
4782,0.94,0.57
4783,0.94,0.58
4784,0.94,0.59
4785,0.94,0.6
4786,0.94,0.61
4787,0.94,0.62
4788,0.94,0.63
4789,0.94,0.64
4790,0.94,0.65
4791,0.94,0.66
4792,0.94,0.67
4793,0.94,0.68
4794,0.94,0.69
4795,0.94,0.7
4796,0.94,0.71
4797,0.94,0.72
4798,0.94,0.73
4799,0.94,0.74
4800,0.94,0.79
4801,0.95,0.2
4802,0.95,0.21
4803,0.95,0.22
4804,0.95,0.23
4805,0.95,0.24
4806,0.95,0.25
4807,0.95,0.26
4808,0.95,0.27
4809,0.95,0.28
4810,0.95,0.29
4811,0.95,0.3
4812,0.95,0.31
4813,0.95,0.32
4814,0.95,0.33
4815,0.95,0.34
4816,0.95,0.35
4817,0.95,0.36
4818,0.95,0.37
4819,0.95,0.38
4820,0.95,0.39
4821,0.95,0.4
4822,0.95,0.41
4823,0.95,0.42
4824,0.95,0.43
4825,0.95,0.44
4826,0.95,0.45
4827,0.95,0.46
4828,0.95,0.47
4829,0.95,0.48
4830,0.95,0.49
4831,0.95,0.5
4832,0.95,0.51
4833,0.95,0.52
4834,0.95,0.53
4835,0.95,0.54
4836,0.95,0.55
4837,0.95,0.56
4838,0.95,0.57
4839,0.95,0.58
4840,0.95,0.59
4841,0.95,0.6
4842,0.95,0.61
4843,0.95,0.62
4844,0.95,0.63
4845,0.95,0.64
4846,0.95,0.65
4847,0.95,0.66
4848,0.95,0.68
4849,0.95,0.69
4850,0.95,0.71
4851,0.95,0.72
4852,0.95,0.73
4853,0.95,0.74
4854,0.95,0.79
4855,0.95,0.83
4856,0.96,0.2
4857,0.96,0.21
4858,0.96,0.22
4859,0.96,0.23
4860,0.96,0.24
4861,0.96,0.25
4862,0.96,0.26
4863,0.96,0.27
4864,0.96,0.28
4865,0.96,0.29
4866,0.96,0.3
4867,0.96,0.31
4868,0.96,0.32
4869,0.96,0.33
4870,0.96,0.34
4871,0.96,0.35
4872,0.96,0.36
4873,0.96,0.37
4874,0.96,0.38
4875,0.96,0.39
4876,0.96,0.4
4877,0.96,0.41
4878,0.96,0.42
4879,0.96,0.43
4880,0.96,0.44
4881,0.96,0.45
4882,0.96,0.46
4883,0.96,0.47
4884,0.96,0.48
4885,0.96,0.49
4886,0.96,0.5
4887,0.96,0.51
4888,0.96,0.52
4889,0.96,0.53
4890,0.96,0.54
4891,0.96,0.55
4892,0.96,0.56
4893,0.96,0.57
4894,0.96,0.58
4895,0.96,0.59
4896,0.96,0.6
4897,0.96,0.61
4898,0.96,0.62
4899,0.96,0.63
4900,0.96,0.64
4901,0.96,0.65
4902,0.96,0.66
4903,0.96,0.67
4904,0.96,0.68
4905,0.96,0.69
4906,0.96,0.7
4907,0.96,0.72
4908,0.96,0.73
4909,0.96,0.76
4910,0.96,0.77
4911,0.96,0.79
4912,0.96,0.86
4913,0.97,0.2
4914,0.97,0.21
4915,0.97,0.22
4916,0.97,0.23
4917,0.97,0.24
4918,0.97,0.25
4919,0.97,0.26
4920,0.97,0.27
4921,0.97,0.28
4922,0.97,0.29
4923,0.97,0.3
4924,0.97,0.31
4925,0.97,0.32
4926,0.97,0.33
4927,0.97,0.34
4928,0.97,0.35
4929,0.97,0.36
4930,0.97,0.37
4931,0.97,0.38
4932,0.97,0.39
4933,0.97,0.4
4934,0.97,0.41
4935,0.97,0.42
4936,0.97,0.43
4937,0.97,0.44
4938,0.97,0.45
4939,0.97,0.46
4940,0.97,0.47
4941,0.97,0.48
4942,0.97,0.49
4943,0.97,0.5
4944,0.97,0.51
4945,0.97,0.52
4946,0.97,0.53
4947,0.97,0.54
4948,0.97,0.55
4949,0.97,0.56
4950,0.97,0.57
4951,0.97,0.58
4952,0.97,0.59
4953,0.97,0.6
4954,0.97,0.61
4955,0.97,0.62
4956,0.97,0.63
4957,0.97,0.64
4958,0.97,0.65
4959,0.97,0.66
4960,0.97,0.67
4961,0.97,0.71
4962,0.97,0.75
4963,0.98,0.2
4964,0.98,0.21
4965,0.98,0.22
4966,0.98,0.23
4967,0.98,0.24
4968,0.98,0.25
4969,0.98,0.26
4970,0.98,0.27
4971,0.98,0.28
4972,0.98,0.29
4973,0.98,0.3
4974,0.98,0.31
4975,0.98,0.32
4976,0.98,0.33
4977,0.98,0.34
4978,0.98,0.35
4979,0.98,0.36
4980,0.98,0.37
4981,0.98,0.38
4982,0.98,0.39
4983,0.98,0.4
4984,0.98,0.41
4985,0.98,0.42
4986,0.98,0.43
4987,0.98,0.44
4988,0.98,0.45
4989,0.98,0.46
4990,0.98,0.47
4991,0.98,0.48
4992,0.98,0.49
4993,0.98,0.5
4994,0.98,0.51
4995,0.98,0.52
4996,0.98,0.53
4997,0.98,0.54
4998,0.98,0.55
4999,0.98,0.56
5000,0.98,0.57
5001,0.98,0.58
5002,0.98,0.59
5003,0.98,0.6
5004,0.98,0.61
5005,0.98,0.62
5006,0.98,0.63
5007,0.98,0.65
5008,0.98,0.66
5009,0.98,0.69
5010,0.98,0.8
5011,0.99,0.2
5012,0.99,0.21
5013,0.99,0.22
5014,0.99,0.23
5015,0.99,0.24
5016,0.99,0.25
5017,0.99,0.26
5018,0.99,0.27
5019,0.99,0.28
5020,0.99,0.29
5021,0.99,0.3
5022,0.99,0.31
5023,0.99,0.32
5024,0.99,0.33
5025,0.99,0.34
5026,0.99,0.35
5027,0.99,0.36
5028,0.99,0.37
5029,0.99,0.38
5030,0.99,0.39
5031,0.99,0.4
5032,0.99,0.41
5033,0.99,0.42
5034,0.99,0.43
5035,0.99,0.44
5036,0.99,0.45
5037,0.99,0.46
5038,0.99,0.47
5039,0.99,0.48
5040,0.99,0.49
5041,0.99,0.5
5042,0.99,0.51
5043,0.99,0.52
5044,0.99,0.53
5045,0.99,0.54
5046,0.99,0.55
5047,0.99,0.56
5048,0.99,0.57
5049,0.99,0.58
5050,0.99,0.59
5051,0.99,0.6
5052,0.99,0.61
5053,0.99,0.62
5054,0.99,0.63
5055,0.99,0.64
5056,0.99,0.65
5057,0.99,0.66
5058,0.99,0.67
5059,0.99,0.74
5060,0.99,0.83
