,0
0,5.154997825622559
1,4.910995721817017
2,4.827002048492432
3,4.627007246017456
4,4.731002330780029
5,4.643993854522705
6,4.809004783630371
7,5.006993532180786
8,4.473007440567017
9,4.5899999141693115
10,4.787994623184204
11,4.872008800506592
12,4.896975040435791
13,4.96799898147583
14,4.84100866317749
15,4.954997539520264
16,4.821000337600708
17,5.053003549575806
18,5.118003845214844
19,4.7100067138671875
20,4.7589921951293945
21,4.698998928070068
22,4.74500036239624
23,4.871006965637207
24,4.996992111206055
25,4.605009078979492
26,4.787991762161255
27,4.9620091915130615
28,4.728999137878418
29,5.153997182846069
30,5.154008626937866
31,4.964993000030518
32,4.88700795173645
33,4.9339988231658936
34,4.676002740859985
35,4.830988883972168
36,4.676001310348511
37,4.9290080070495605
38,4.586992263793945
39,5.097009658813477
40,4.732001781463623
41,4.714994430541992
42,4.823009729385376
43,4.929998874664307
44,4.690999269485474
45,5.012995719909668
46,4.920993328094482
47,4.923999547958374
48,4.879997968673706
49,5.045000314712524
50,4.770000696182251
51,4.85999059677124
52,4.720010995864868
53,4.841991424560547
54,4.726000785827637
55,4.902002573013306
56,4.782994747161865
57,4.770007610321045
58,4.755004644393921
59,5.055001974105835
60,4.883001089096069
61,4.766998052597046
62,4.7419915199279785
63,4.548009395599365
64,4.859007358551025
65,4.839001417160034
66,4.803999900817871
67,4.830991983413696
68,4.937006235122681
69,4.955995082855225
70,4.696993350982666
71,4.819000959396362
72,4.871006488800049
73,4.899991512298584
74,4.937006711959839
75,4.692003011703491
76,4.7979912757873535
77,4.870998859405518
78,4.658000230789185
79,5.226009845733643
80,4.919993877410889
81,4.919006109237671
82,4.988994598388672
83,4.74200177192688
84,4.696006536483765
85,4.8429975509643555
86,5.004008769989014
87,5.065993785858154
88,4.953007698059082
89,4.8840012550354
90,4.998992204666138
91,4.955007076263428
92,4.6359899044036865
93,4.895009279251099
94,4.750996112823486
95,4.764000654220581
96,4.959000825881958
97,4.7499401569366455
98,4.942002296447754
99,4.896007537841797
100,5.0980024337768555
101,4.746990442276001
102,4.770002603530884
103,4.970006227493286
104,4.821002244949341
105,4.946991443634033
106,4.764009237289429
107,4.816993713378906
108,4.621003866195679
109,4.709996461868286
110,4.723002672195435
111,4.8279993534088135
112,4.820994853973389
113,4.789989948272705
114,4.904001235961914
115,5.019007682800293
116,4.870989799499512
117,4.914008855819702
118,4.788999319076538
119,5.068000078201294
120,4.901991367340088
121,4.942004203796387
122,4.742005825042725
123,4.6830034255981445
124,4.765998601913452
125,4.971001625061035
126,4.697993755340576
127,4.949005603790283
128,4.968000888824463
129,5.008997678756714
130,5.115999460220337
131,4.916008234024048
132,5.0020060539245605
133,4.849009990692139
134,4.79499888420105
135,5.054992914199829
136,5.022006511688232
137,4.937002182006836
138,5.121999502182007
139,4.842000722885132
140,4.826997518539429
141,4.70299768447876
142,5.0410072803497314
143,4.521003484725952
144,4.860999345779419
145,5.0100016593933105
146,4.951005458831787
147,4.7679853439331055
148,4.737999677658081
149,4.887998342514038
150,4.806002378463745
151,4.805999040603638
152,4.577993154525757
