,0
0,0.7240018844604492
1,0.8289971351623535
2,0.8559989929199219
3,0.7980029582977295
4,0.6849994659423828
5,0.8620009422302246
6,0.8010029792785645
7,0.761000394821167
8,0.7439994812011719
9,0.7100005149841309
10,0.7629938125610352
11,0.8250057697296143
12,0.7590029239654541
13,0.7720046043395996
14,0.7959990501403809
15,0.8640515804290771
16,0.663947582244873
17,0.8549997806549072
18,0.8560001850128174
19,0.7559990882873535
20,0.8009986877441406
21,0.8080029487609863
22,0.7619946002960205
23,0.8169994354248047
24,0.7900028228759766
25,0.7399997711181641
26,0.7549593448638916
27,0.7059962749481201
28,0.8529999256134033
29,0.7279984951019287
30,0.771000862121582
31,0.7450013160705566
32,0.7539989948272705
33,0.7220001220703125
34,0.8299999237060547
35,0.7299988269805908
36,0.7389991283416748
37,0.8229999542236328
38,0.8320014476776123
39,0.7690000534057617
40,0.8419926166534424
41,0.8290073871612549
42,0.7030017375946045
43,0.7869958877563477
44,0.8230030536651611
45,0.7939977645874023
46,0.6619935035705566
47,0.7910032272338867
48,0.7400016784667969
49,0.7229995727539062
50,0.7060043811798096
51,0.6519994735717773
52,0.7770023345947266
53,0.7769930362701416
54,0.6700069904327393
55,0.713998556137085
56,0.7060015201568604
57,0.7129991054534912
58,0.7240018844604492
59,0.6730010509490967
60,0.7480013370513916
61,0.7290019989013672
62,0.7610006332397461
63,0.7740061283111572
64,0.7859952449798584
65,0.7530064582824707
66,0.6720004081726074
67,0.7320020198822021
68,0.7059924602508545
69,0.7540056705474854
70,0.7130069732666016
71,0.7330069541931152
72,0.6949987411499023
73,0.7620019912719727
74,0.7119994163513184
75,0.7399768829345703
76,0.7450029850006104
77,0.7399978637695312
78,0.7139995098114014
79,0.6920013427734375
80,0.8129992485046387
81,0.7840032577514648
82,0.7020018100738525
83,0.7909986972808838
84,0.7899978160858154
85,0.7609989643096924
86,0.8030014038085938
87,0.7190003395080566
88,0.7509996891021729
89,0.7550008296966553
90,0.6490004062652588
91,0.7049977779388428
92,0.7530019283294678
93,0.6640002727508545
94,0.7000021934509277
95,0.7420008182525635
96,0.7199952602386475
97,0.7459993362426758
98,0.784052848815918
99,0.7219467163085938
100,0.6579980850219727
101,0.7719998359680176
102,0.6949994564056396
103,0.7140023708343506
104,0.7590036392211914
105,0.8649988174438477
106,0.7009997367858887
107,0.7089941501617432
108,0.7860040664672852
109,0.7249932289123535
110,0.7449889183044434
