,median_beta
0,9.594183556321672e-06
1,8.93707293929006e-06
2,8.4254915188923e-06
3,7.86509865820757e-06
4,7.350852980942124e-06
5,6.969586660131892e-06
6,6.4982383235582295e-06
7,6.185372704015724e-06
8,5.933048393498609e-06
9,5.576172661419671e-06
10,5.324743896820778e-06
11,5.128458519707192e-06
12,4.912667441455604e-06
13,4.748894009542199e-06
14,4.584021627029263e-06
15,4.420095402122085e-06
16,4.299968866889023e-06
17,4.224259460799027e-06
18,4.125395296858865e-06
19,4.029629571032036e-06
20,3.9551571209685866e-06
21,3.923412841048453e-06
22,3.848664446482321e-06
23,3.801574434174635e-06
24,3.7919832845641402e-06
25,3.738832340124916e-06
26,3.7209260694778653e-06
27,3.7027374941992027e-06
28,3.6580322994479363e-06
29,3.677905541076835e-06
30,3.675718118768537e-06
31,3.703445692591349e-06
32,3.6814349781505233e-06
33,3.665129084708409e-06
34,3.6688330337620097e-06
35,3.6708138195803153e-06
36,3.675502938189407e-06
37,3.6842187011177285e-06
38,3.6964295455958367e-06
39,3.7177874372031294e-06
40,3.742767883543928e-06
41,3.7293516482151593e-06
42,3.767838398936688e-06
43,3.7412733506896464e-06
44,3.767958271837146e-06
45,3.795132411189701e-06
46,3.826078559514185e-06
47,3.821899515238069e-06
48,3.831153550208238e-06
49,3.822771295273167e-06
50,3.910969169808078e-06
51,3.884514318498501e-06
52,3.89007157176052e-06
53,3.926137201729155e-06
54,3.944617289096087e-06
55,3.95727118278646e-06
56,4.003581726251326e-06
57,3.9989272652712785e-06
58,4.014809029368504e-06
59,4.0585006569613324e-06
60,4.056314620914471e-06
61,4.093736413423435e-06
62,4.101162957236813e-06
63,4.140653912148026e-06
64,4.170938722128815e-06
65,4.20415441196647e-06
66,4.236334246743471e-06
67,4.27466472224549e-06
68,4.27895681244008e-06
69,4.340432071267952e-06
70,4.353996895809421e-06
71,4.396085636595682e-06
72,4.430316966568523e-06
73,4.459279157816793e-06
74,4.49627609372524e-06
75,4.521447199049234e-06
76,4.6209358179232734e-06
77,4.635121217254945e-06
78,4.640653897504725e-06
79,4.749472043067627e-06
80,4.744258411596246e-06
81,4.847161426826039e-06
82,4.8572020846095116e-06
83,4.90927877278536e-06
84,5.013763107937651e-06
85,5.088664559360915e-06
86,5.080818580994366e-06
87,5.138356665842928e-06
88,5.246961232191412e-06
89,5.294353092919651e-06
90,5.351195138677346e-06
91,5.45816043693213e-06
92,5.533711445550195e-06
93,5.627824977587251e-06
94,5.691149134715445e-06
95,5.735840455382983e-06
96,5.81457422675997e-06
97,6.0143060971013455e-06
98,6.000175152379056e-06
99,6.101038921520659e-06
100,6.218946999905669e-06
101,6.2665638046982735e-06
102,6.421532242775517e-06
103,6.531220044813522e-06
104,6.641024190101446e-06
105,6.645854239252657e-06
106,6.876552567912228e-06
107,6.8984451419981056e-06
108,7.096601880060926e-06
109,7.180501042069881e-06
110,7.221994046997608e-06
111,7.436633038300281e-06
112,7.60616216044144e-06
113,7.578256775800997e-06
114,7.769608158512099e-06
115,7.884517636222664e-06
116,7.989747270896557e-06
117,8.144055876223275e-06
118,8.204750474948754e-06
119,8.27984974458121e-06
120,8.657624390700005e-06
121,8.75787941479493e-06
122,8.738502925971956e-06
123,8.845350332278797e-06
124,9.100454967493781e-06
125,9.03671580014131e-06
126,9.159394829565005e-06
127,9.248508991973134e-06
128,9.427017422907524e-06
129,9.617558994275638e-06
130,9.690081272293532e-06
131,9.57083870658921e-06
132,9.848882362596421e-06
133,9.77973509894738e-06
134,9.881793829873442e-06
135,1.0056226169167978e-05
136,9.895352740314006e-06
137,9.764548407786437e-06
138,9.64362554812538e-06
139,9.78954998183252e-06
140,9.94408485652549e-06
141,9.864926466671287e-06
142,1.0001577313197445e-05
143,9.999225060120331e-06
144,1.0188272671718134e-05
145,1.0102732709044719e-05
146,9.778050025648837e-06
147,9.897850252014693e-06
148,9.949252338809254e-06
149,9.717280173159543e-06
150,1.0004978930232728e-05
151,9.530515288142744e-06
152,1.0092495416999024e-05
153,9.695786148770378e-06
154,9.273066358735846e-06
155,9.851738412910059e-06
156,9.55537834181077e-06
157,9.599919154771974e-06
158,9.247129200656846e-06
159,9.695784836741418e-06
160,9.396246445382127e-06
161,9.39255544601493e-06
162,9.119178779196928e-06
163,9.234197330241553e-06
164,9.55393949099242e-06
165,9.05808694283917e-06
166,9.076199001443844e-06
167,9.696676336287438e-06
168,9.096090393597676e-06
169,9.586816906644761e-06
170,9.164953408438114e-06
171,9.044218048130922e-06
172,9.26113270274377e-06
173,9.486742856386822e-06
174,9.325752464008077e-06
175,8.721799000177805e-06
176,9.046979843534892e-06
177,8.764213213666672e-06
178,8.893294874140772e-06
179,8.52826295221487e-06
180,8.048597036754241e-06
181,8.45481459236698e-06
182,8.00262486108252e-06
183,7.586347647100491e-06
184,7.858959007002586e-06
185,7.041474417404964e-06
186,7.089431234841515e-06
187,6.887313471741582e-06
188,6.79985525337544e-06
189,6.65750215979333e-06
190,6.60141989681566e-06
191,6.446244914092558e-06
192,6.723472892834907e-06
193,6.687993266012544e-06
194,6.3996730918183005e-06
195,6.379567133900656e-06
196,6.506309220297562e-06
197,6.285512540821667e-06
198,6.562626503876656e-06
199,6.240887343610276e-06
200,6.1620030865827655e-06
201,6.463199229184427e-06
202,6.373309912451941e-06
203,6.3012457130377896e-06
204,6.25477956786379e-06
205,6.316756562765864e-06
206,6.509284287577069e-06
207,6.058038186967288e-06
208,5.936383020323249e-06
209,6.09591365969562e-06
210,5.956555075762759e-06
211,5.976076347558023e-06
212,5.973795944091244e-06
213,6.075629435209487e-06
214,5.917933377544848e-06
215,5.956644891084954e-06
216,5.560921512255364e-06
217,5.586997051917653e-06
218,5.785666429213991e-06
219,5.473158859291072e-06
220,5.5723034230659926e-06
221,5.538888536414164e-06
222,5.519329842970466e-06
223,4.8267440232842135e-06
224,5.075936002598879e-06
225,4.726828757874027e-06
226,4.604348346578509e-06
227,3.4590769291790896e-06
228,4.013532923212599e-06
229,4.990393492526886e-06
230,3.035574813730324e-06
231,3.314550878355983e-06
232,0.0
233,0.0
234,0.0
235,3.1812564655527363e-06
236,3.921807618169323e-06
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,
