rmse_I,rmse_Beta,time_predict,roll_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
5401.625975240431,1.5612438687472468e-06,0.03286027908325195,32,8194,17521.497151454325,141,106
5329.565902435651,1.5793737245674772e-06,0.01562809944152832,22,8297,17090.38830905163,147,101
5223.514095074189,1.5404454418469934e-06,0.0,25,8302,17037.37829745046,136,101
5348.808145918473,1.5729543170897666e-06,0.0,19,8129,16954.76224082473,153,99
5432.3376105314355,1.5128697483635712e-06,0.0,14,8431,16834.672294095555,139,97
5266.028917629696,1.5503045460133081e-06,0.015625476837158203,22,8203,16955.29386211752,146,100
5421.034669225164,1.525626954032819e-06,0.0,18,8329,16847.72138650505,143,97
5500.75421338887,1.5150851356350018e-06,0.0,16,8337,16964.661020031417,141,99
5542.816730873056,1.5441508785665423e-06,0.0,21,8161,17052.872857081595,145,100
5296.578406495999,1.5389253650553492e-06,0.015625,23,8530,17214.89624121338,142,102
4934.129978144241,1.5414737257042616e-06,0.015635251998901367,24,8446,16740.737205005575,134,99
5054.3430309018495,1.586242857681892e-06,0.0,25,8347,16848.082685384386,141,100
4885.788803910373,1.4760504582061115e-06,0.0,14,8431,16507.449666143668,131,94
4986.523815261157,1.484372954990072e-06,0.015639543533325195,14,8596,16519.99699931804,140,94
5053.681005389505,1.5588009947781791e-06,0.015625,16,8557,16557.53724929002,138,95
5003.266790501755,1.5552208658702352e-06,0.0,17,8524,16615.65467505302,138,96
4867.654806783503,1.5563622986441252e-06,0.0,18,8683,16638.52365894538,136,96
4857.34337762285,1.5505869077889776e-06,0.01562666893005371,15,8448,16472.373073352162,140,94
5149.293056517098,1.590991977345397e-06,0.015636205673217773,14,8293,16680.104774255775,137,96
4989.83198131338,1.5604310987309959e-06,0.015625,23,8581,16753.390940402864,138,99
4555.067421856904,1.5120859299179654e-06,0.0,15,8722,16289.430948218114,130,92
4690.518709810719,1.5243830054466244e-06,0.0,14,8700,16282.796297071247,127,92
4759.840500813411,1.4836062637785152e-06,0.015626907348632812,18,8616,16387.442628115674,137,94
4779.543615727549,1.4989382185142395e-06,0.015639066696166992,14,8625,16268.014939811863,134,91
4866.967112013089,1.519903440954863e-06,0.015625476837158203,14,8538,16329.938276804936,129,93
4732.874164370379,1.5578038966761386e-06,0.0,14,8639,16361.445551338606,130,93
4847.017251328799,1.4985204983043029e-06,0.015622377395629883,14,8537,16275.937069767326,130,92
4427.835281933681,1.5232167489489647e-06,0.01562643051147461,19,8725,16344.542510314783,127,94
4603.378414941504,1.495049797443754e-06,0.015639543533325195,14,8623,16226.754208784108,128,90
4785.743939188686,1.5084605291162077e-06,0.0,14,8591,16249.835016226207,131,92
4512.242464766906,1.494923052685054e-06,0.0,20,8635,16191.372262081059,127,93
4641.762140616617,1.5163310338073742e-06,0.0156252384185791,14,8571,16095.690829387693,132,90
4679.9125414966575,1.5452370032630799e-06,0.006509542465209961,14,8654,16098.705406783269,133,90
4369.413233850893,1.6033618010727923e-06,0.0,15,8642,16026.18889883547,123,88
4548.578056543997,1.5132108116047433e-06,0.0,17,8558,16148.272965593396,126,92
4600.79650131966,1.5445000360749132e-06,0.015625,14,8565,16072.916803461589,124,90
4425.6657919982845,1.5492711567237633e-06,0.0,15,8554,16024.92043590768,128,89
4677.062987244962,1.5373935868742576e-06,0.006510496139526367,14,8491,16115.725879517928,126,90
4605.136257464372,1.6342390932661354e-06,0.0,14,8626,16114.589576163235,126,90
4425.79322952127,1.4956726461935852e-06,0.0,16,8649,16089.157821558456,123,90
4066.600346608061,1.5183229102894443e-06,0.015624523162841797,15,8847,15892.703472495969,113,86
4400.05312332086,1.5039484812920783e-06,0.0,14,8732,15892.998225666226,126,88
4507.46815810099,1.4921530434229177e-06,0.0050122737884521484,16,8508,15952.999776441859,128,89
4418.788114199656,1.4557417769198162e-06,0.0,14,8567,15919.425955805065,121,87
4248.798319699915,1.5008810240677572e-06,0.015625953674316406,15,8523,15889.644714781742,121,88
4372.32991967252,1.4735084470972362e-06,0.0,14,8414,15897.32868097358,115,87
4390.420849377864,1.5481393764091222e-06,0.0,14,8622,15898.072920397464,121,87
4385.554590383868,1.5171155385049685e-06,0.0,14,8687,15892.7549843511,125,87
4289.84152911499,1.5886545844244174e-06,0.0,14,8702,15944.644318288163,123,89
4208.09823627024,1.5241886335189077e-06,0.015625715255737305,14,8709,15907.05760597091,125,88
4169.169093353674,1.540557956287523e-06,0.0,14,8494,15735.405710676945,118,85
4098.30691088867,1.414610504552101e-06,0.0,14,8722,15718.44820970077,115,84
4239.642593194536,1.5143558634730661e-06,0.0,14,8756,15764.994709965289,115,86
4058.7445255790212,1.5070383940632546e-06,0.0156252384185791,14,8778,15756.568525067358,115,84
4260.160994754533,1.5103469614043182e-06,0.0,14,8723,15732.930105690077,118,85
4126.457228759577,1.5000511504458403e-06,0.0,14,8803,15705.434563353276,117,84
4159.5517949961895,1.5468258898763275e-06,0.015626907348632812,15,8550,15725.97318084538,118,85
4162.6004695846905,1.5231586347231658e-06,0.015639781951904297,14,8554,15773.801708216011,113,86
3955.5716723985856,1.521635333598073e-06,0.0,14,8841,15743.114078940363,113,85
4059.98045303591,1.5345486264985078e-06,0.0,14,8866,15745.682000473484,120,86
3598.908724856977,2.7703547068466387e-06,0.015638113021850586,14,11945,16574.20484648856,117,92
3760.304521561138,2.215903339312581e-06,0.0,14,11651,16544.558731050496,120,91
3609.904673874677,2.5759226309392472e-06,0.0,14,11503,16573.776459106957,117,92
3495.1316560430473,2.4717339803072163e-06,0.015623807907104492,14,11771,16600.872565683574,115,92
3578.9531316704665,2.3513748491257803e-06,0.0,14,11438,16548.689969500057,112,92
3661.173037429311,2.309911969106459e-06,0.0,14,11516,16631.599028250304,117,93
3615.0359215444823,2.5140521339472307e-06,0.0,14,11558,16596.55625468527,118,92
3627.404409310999,2.634843018305053e-06,0.015842199325561523,14,11637,16627.21461822356,120,93
3727.616611590089,2.5753940448056926e-06,0.0,14,11753,16640.45959831516,117,93
3733.9038966433973,2.5213403319307153e-06,0.015624284744262695,14,11647,16627.038370464732,119,93
3634.6263406451044,2.844203204660731e-06,0.0,14,11629,16364.980142860226,113,89
3425.6778814811464,2.6583851275985844e-06,0.0,14,11394,16374.83844034876,115,90
3442.738116323282,2.790821713759715e-06,0.015625,14,11870,16327.792264395493,111,89
3417.9924657932083,2.4930334749860846e-06,0.0,14,11451,16301.133768026311,116,89
3364.022702359993,2.557816404241239e-06,0.015636205673217773,14,11706,16327.150015164018,115,89
3494.489709920617,2.4395206136896295e-06,0.016147613525390625,14,11552,16313.073514026913,114,88
3542.184342908507,2.7515031524681257e-06,0.0,14,11655,16327.802592387772,110,89
3339.4240734376463,2.2446541816224388e-06,0.0,14,11683,16385.08188435075,113,90
3324.257923950664,3.009850260915519e-06,0.015624046325683594,14,11762,16347.672037927241,113,89
3372.185012437123,3.012618686169898e-06,0.0,14,11774,16265.79914150623,109,88
3088.7843867385027,3.0804013609189452e-06,0.006512880325317383,14,11737,16098.838977704036,111,85
3124.961325067046,2.6712949047122487e-06,0.0,14,11910,16126.430050418203,109,86
3183.3373373398254,2.643084904617414e-06,0.0,14,11671,16112.188620148256,108,86
3154.0265617035393,3.0220533509802215e-06,0.015625,14,11891,16114.097295519494,110,86
3098.526739566241,2.5322735873919373e-06,0.0,14,11772,16111.777222778106,107,86
