rmse_I,rmse_Beta,time_predict,roll_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
3497.225894934609,1.457676724919559e-06,0.0,32,8194,15072.195276164057,141,127
3212.4857153210573,1.4893437915583722e-06,0.0,22,8297,14811.73725037665,147,127
3193.6919462310275,1.443257217272378e-06,0.0,25,8302,14611.97052179934,136,124
3615.292697603623,1.470004486870644e-06,0.0,19,8129,14890.065706050324,153,121
4523.093292179134,1.4320939036534417e-06,0.0,14,8431,15618.905965110302,139,107
3401.302915344344,1.4611127782057592e-06,0.0032494068145751953,22,8203,14701.00222493527,146,122
4246.311387994155,1.4364424853216849e-06,0.0,18,8329,15259.389012042177,143,111
4456.624933526009,1.421362607045552e-06,0.0,16,8337,15584.60711584878,141,111
3778.8949812403566,1.4189568467519972e-06,0.0,21,8161,14951.258580055459,145,121
3376.2319054496916,1.4437655280469281e-06,0.0,23,8530,15055.203002582824,142,125
3101.564897350652,1.4708734993557033e-06,0.0,24,8446,14361.9987400059,134,119
2852.836324724623,1.5278508765443732e-06,0.0,25,8347,14223.339852452349,141,127
4305.832604176373,1.4300172615997926e-06,0.0,14,8431,15627.906752189403,131,100
4159.74392664279,1.4182374648099522e-06,0.015624523162841797,14,8596,15348.399546231825,140,103
3837.775930950801,1.489371651181416e-06,0.0,16,8557,14899.358899678376,138,108
3590.5230287804216,1.479826701352511e-06,0.0,17,8524,14754.517452650185,138,111
3207.3717039936278,1.4913038932123298e-06,0.0,18,8683,14594.109847056261,136,115
3484.562544416451,1.487552798213802e-06,0.015623807907104492,15,8448,14622.165861935788,140,109
4399.37532374022,1.5369564798101293e-06,0.0,14,8293,15589.573110277855,137,104
3353.2949507719945,1.4856815990788582e-06,0.0,23,8581,14571.820839933758,138,116
3454.0504189972285,1.459367137667151e-06,0.0,15,8722,14694.952360450941,130,103
3855.1653973543375,1.4809671090050812e-06,0.0,14,8700,15032.856974551458,127,100
3250.0532174529353,1.4091777322868294e-06,0.0,18,8616,14317.409099062432,137,110
3867.6048614373153,1.4414229817309101e-06,0.015624761581420898,14,8625,14919.84767711666,134,101
3716.344250978289,1.4560491087546318e-06,0.0,14,8538,14697.639694743935,129,105
3767.564161353534,1.5101997037993838e-06,0.0065119266510009766,14,8639,14955.67276019354,130,103
3790.1771904783136,1.436212653205587e-06,0.0,14,8537,14713.94748632579,130,103
2831.270071865287,1.4665084213078717e-06,0.0,19,8725,14121.060415112173,127,111
3829.3244540742735,1.445394288811002e-06,0.0,14,8623,15026.004273526712,128,98
3661.386062397254,1.4482432075259694e-06,0.015637874603271484,14,8591,14632.093610067777,131,103
2593.2355062184074,1.4426171363732468e-06,0.0,20,8635,13562.994675913553,127,114
3856.067554854405,1.4758913405887938e-06,0.0,14,8571,14837.830336158024,132,98
3558.8700785468823,1.5020595327901963e-06,0.015625,14,8654,14410.809439754355,133,101
3102.68866670885,1.5711031211280295e-06,0.0,15,8642,14070.301058595862,123,101
2736.463231178516,1.4630033527601425e-06,0.0,17,8558,13689.423538788664,126,112
3802.2780367532164,1.5074473845559284e-06,0.0,14,8565,14795.975310347305,124,97
2999.04414492619,1.507865076081817e-06,0.0,15,8554,13897.517448006396,128,104
3685.5617511870346,1.4872298861494853e-06,0.0156252384185791,14,8491,14580.791910303156,126,100
3377.738183784079,1.6035120946980896e-06,0.0,14,8626,14291.817116695698,126,103
2879.3196162482054,1.4472592046269049e-06,0.0,16,8649,13849.64852254214,123,106
3004.594170274969,1.4926862380189299e-06,0.0,15,8847,14169.784762589588,113,96
3022.793813614763,1.4617895990860568e-06,0.015624046325683594,14,8732,13801.1281926341,126,101
2929.8268988202403,1.4405612557987177e-06,0.0,16,8508,13615.799567233342,128,106
3479.2847888811684,1.4075694323656448e-06,0.0,14,8567,14384.714883266332,121,96
2647.6158896526586,1.4590433892941914e-06,0.0,15,8523,13454.573751964544,121,105
3401.6030333391204,1.4252807457368827e-06,0.0,14,8414,14287.105995974518,115,97
3660.5740709046604,1.5137255834536615e-06,0.015624761581420898,14,8622,14667.04762377937,121,94
3304.8918771293506,1.480380935170559e-06,0.015625,14,8687,14172.179460754045,125,98
3079.7223845690814,1.5619728831767275e-06,0.0,14,8702,14080.160429405572,123,101
3023.1472580789523,1.4912986388741426e-06,0.0,14,8709,14063.729180460046,125,99
3207.002931405582,1.5168369138924521e-06,0.0,14,8494,14066.976326844853,118,94
3193.2907396794853,1.3743450011992272e-06,0.0,14,8722,14145.901761951272,115,93
2944.972632447157,1.4815945079360066e-06,0.015624284744262695,14,8756,13704.247577221531,115,98
3371.091030347147,1.4826058525935944e-06,0.0,14,8778,14555.795507750174,115,91
3252.0148442491163,1.476230149233705e-06,0.0,14,8723,14022.955228264549,118,94
2836.0823040575774,1.4686620253286585e-06,0.0,14,8803,13575.032688787167,117,96
2865.4365286237417,1.5184788407809826e-06,0.0,15,8550,13562.027795473825,118,98
2831.514328933939,1.4876393812569572e-06,0.0,14,8554,13630.296689000521,113,99
2754.1801601105385,1.4978999023997023e-06,0.015624523162841797,14,8841,13763.911124635559,113,97
2960.384562569909,1.5096910492753441e-06,0.0,14,8866,13942.326764740239,120,96
3235.463225824917,2.779303775666547e-06,0.006508827209472656,14,11945,16238.067264090432,117,95
3555.2599623015353,2.206098411931239e-06,0.0,14,11651,16413.224341297795,120,93
3775.059904226695,2.543558991493373e-06,0.0,14,11503,16913.816174994805,117,91
3664.5546696448982,2.4413160330389888e-06,0.0,14,11771,16926.43159159228,115,91
3406.797407419058,2.3456956744038306e-06,0.015622377395629883,14,11438,16429.418652919252,112,93
3938.160693664909,2.276146748062568e-06,0.020138978958129883,14,11516,17100.26721245963,117,91
3426.6991939263585,2.5072160991428326e-06,0.0,14,11558,16473.56646435163,118,94
3500.3710304684337,2.6250666348550204e-06,0.0,14,11637,16578.451285154864,120,94
3112.1482611797724,2.6021556939095134e-06,0.0,14,11753,16017.841037274526,117,98
3775.381941293408,2.5008461940244055e-06,0.0,14,11647,16785.760888773384,119,93
3736.6255131647054,2.813966991088234e-06,0.015625,14,11629,16621.759987659745,113,89
3284.123206527342,2.6539955383655557e-06,0.01563715934753418,14,11394,16263.55281577848,115,92
3042.4059250916166,2.8007617479702324e-06,0.015626192092895508,14,11870,15909.384941890194,111,92
