rmse_I,rmse_Beta,time_predict,roll_var,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
1304.9827924235797,9.582091928457068e-07,0.003961801528930664,32,8194,7672.654663323455,141,126
1716.2509878571975,9.563226537199523e-07,0.0,22,8297,8932.936700353723,147,119
1778.9614751623278,9.107652110707741e-07,0.015625,25,8302,9158.30850486927,136,116
2679.9823512287207,8.583018058249881e-07,0.0,19,8129,10704.433013674363,153,110
4494.713686781595,7.371600272512042e-07,0.015624761581420898,14,8431,14097.117120674555,139,96
2105.3788501323493,9.18166134240246e-07,0.0,22,8203,9707.72475107098,146,113
3962.6749938431635,7.813366478367039e-07,0.0,18,8329,13011.33794385591,143,100
4181.882761202054,7.211435303716764e-07,0.0,16,8337,13368.135789786938,141,100
2717.8696993908807,7.976725393369418e-07,0.0,21,8161,10462.899955226261,145,112
1959.6367815695648,8.90425618287655e-07,0.0,23,8530,9630.257332776082,142,117
1933.4146875147808,9.68531302779486e-07,0.0,24,8446,9689.927087667254,134,111
1334.7675324220043,1.0728172536805752e-06,0.0,25,8347,7974.076653351425,141,119
4489.608158789969,7.757579292122176e-07,0.015623092651367188,14,8431,14994.995533776115,131,90
4288.606728440039,7.462711800811629e-07,0.0,14,8596,14350.086257651737,140,93
3701.406103835799,8.505690635839759e-07,0.015639543533325195,16,8557,13010.201735643479,138,97
3401.115293206674,8.443197914337697e-07,0.0,17,8524,12572.657392110337,138,99
3001.1095721136885,9.07995732104349e-07,0.0,18,8683,12060.904113221437,136,102
3542.5428792642497,8.86586956370273e-07,0.0,15,8448,13083.709726588579,140,96
4605.252212089299,8.402943448364203e-07,0.0,14,8293,14747.254898859841,137,93
2083.3921163958166,9.489500518276974e-07,0.0,23,8581,9967.189950210664,138,110
3597.068494983476,8.698743805952903e-07,0.015624046325683594,15,8722,13654.406223760077,130,92
4326.894074565894,8.660278856414092e-07,0.0,14,8700,14886.163889620557,127,88
3227.9363323500274,8.376200436077942e-07,0.0,18,8616,12506.817738692414,137,97
4308.333421843339,8.101230837940412e-07,0.0,14,8625,14650.080144103998,134,89
4105.231871683125,8.26118190128265e-07,0.0,14,8538,14072.213925581695,129,92
4077.9745414127706,8.860504689250454e-07,0.0156252384185791,14,8639,14303.530412930275,130,91
4083.1637932065887,8.20027681846192e-07,0.0,14,8537,14056.299692188883,130,91
2603.653409416153,9.188012140505462e-07,0.0,19,8725,11866.517296998169,127,99
4326.815220423538,8.108634386188726e-07,0.0,14,8623,15068.342178913563,128,87
4021.243316049768,8.322534543879916e-07,0.0,14,8591,14023.333125179875,131,91
2262.0718063956497,9.607705468724986e-07,0.0,20,8635,10779.333504470424,127,100
4086.9344199253123,8.798074185151075e-07,0.015623092651367188,14,8571,14353.55136028467,132,88
4356.374997131716,8.981901786349821e-07,0.0,14,8654,14823.618560644416,133,87
3666.440099419653,1.0038958572655297e-06,0.0,15,8642,14020.01448265951,123,88
2593.3522898334104,9.520949249182323e-07,0.006512880325317383,17,8558,11471.107351929037,126,98
4310.698011431583,8.953659474737953e-07,0.0,14,8565,14895.769965663161,124,86
3327.538265142035,9.591892244813495e-07,0.0,15,8554,13172.1437282687,128,90
4295.351349992387,8.646248766838494e-07,0.0,14,8491,14730.735088713594,126,87
4019.710686216569,1.021118138711061e-06,0.0,14,8626,14288.53975295508,126,88
3317.2586314144014,9.194536511378654e-07,0.01562643051147461,16,8649,13163.373931217762,123,91
3617.4370351347584,9.76503282374631e-07,0.0,15,8847,14456.71450080199,113,84
3802.034965090963,9.231262392038658e-07,0.01562356948852539,14,8732,14109.13612312474,126,86
3252.0125864242887,9.119563204028681e-07,0.0,16,8508,12730.222436029862,128,91
4039.293369531858,8.331074099938642e-07,0.0,14,8567,14629.593371878012,121,85
2944.5579518889076,9.382074085633107e-07,0.0,15,8523,12632.787724606651,121,91
3836.0008142540128,8.44999408301146e-07,0.0,14,8414,14256.577854719153,115,86
4158.12718900892,9.137705461858741e-07,0.0,14,8622,14927.998789950527,121,84
3802.9733998497086,9.310274394873213e-07,0.0,14,8687,14154.544050717843,125,86
3591.035374130175,1.014805858089163e-06,0.0,14,8702,13933.334110261148,123,88
3632.797131097216,9.442620831644997e-07,0.0,14,8709,14150.198984772042,125,86
3778.543331947561,1.005510013802074e-06,0.015624046325683594,14,8494,14475.734511962259,118,83
3772.6846408337624,8.577588597912814e-07,0.0,14,8722,14606.576425412633,115,82
3674.7298698718273,9.447073323667256e-07,0.015624284744262695,14,8756,14087.171991319292,115,85
4060.1502990587724,9.569769706268122e-07,0.01562643051147461,14,8778,15348.156237792451,115,80
3797.420559663167,9.557123057305008e-07,0.0,14,8723,14310.233302152015,118,83
3600.376572855037,9.628946573524435e-07,0.0,14,8803,14143.88677074483,117,83
3507.090026230023,9.806239642581198e-07,0.0,15,8550,13873.450666760333,118,84
3231.39814472878,9.694994449224925e-07,0.0,14,8554,13342.480852929752,113,87
3426.012889861901,9.881721015545072e-07,0.0,14,8841,14165.049600944956,113,84
3544.6665071648495,9.861317741771057e-07,0.01562356948852539,14,8866,14167.560829974045,120,84
4281.01773580907,2.466211102058577e-06,0.0,14,11945,16850.854029028287,117,85
4704.861675417403,1.91506143718693e-06,0.006011247634887695,14,11651,17479.598237082733,120,82
4611.068513651777,2.2342219000286343e-06,0.0,14,11503,17573.021678610698,117,82
4516.851708070136,2.171805921246682e-06,0.0,14,11771,17549.9439390951,115,83
4240.229232317985,2.062819828479328e-06,0.01562786102294922,14,11438,16848.261790493158,112,84
4672.194415802264,1.9679290834058575e-06,0.0,14,11516,17556.63325658129,117,83
4452.649038592197,2.1489320583781997e-06,0.0,14,11558,17235.73182307779,118,84
4147.862007461527,2.3465783906891675e-06,0.0,14,11637,16631.205180318197,120,86
3714.2607251258514,2.3199880771766446e-06,0.0,14,11753,15598.131994067546,117,89
4453.399350275645,2.204958706351771e-06,0.01562356948852539,14,11647,16989.064603464893,119,85
4757.455910152355,2.4922900879725776e-06,0.0,14,11629,17718.77718739131,113,80
3937.483889654869,2.430893536830652e-06,0.006509304046630859,14,11394,16488.497620733728,115,84
3957.484780473787,2.5319646835638867e-06,0.0,14,11870,16481.05237219957,111,83
4031.733763362857,2.2488424425263556e-06,0.0,14,11451,16692.55327447939,116,82
4279.569171438797,2.318744315892751e-06,0.0,14,11706,17239.206185492236,115,81
4467.238754552007,2.1919054004917706e-06,0.0,14,11552,17422.72099080444,114,80
4120.384520315654,2.524380181086515e-06,0.005507707595825195,14,11655,16602.708110612355,110,83
4278.505916630369,1.9931691995193456e-06,0.0,14,11683,17292.54606119639,113,82
4211.013769353214,2.7006432651439754e-06,0.0,14,11762,17219.626080092978,113,81
3990.6016203939334,2.7128169637552763e-06,0.0,14,11774,16623.714143140904,109,82
4040.5677211159145,2.804235704587373e-06,0.0,14,11737,17284.265781772832,111,78
4047.375924277567,2.499947408799406e-06,0.015624523162841797,14,11910,17201.03619670273,109,78
4297.8887287689895,2.3749170804799547e-06,0.0,14,11671,17599.16286909823,108,77
4331.561639134703,2.7084316220533664e-06,0.0,14,11891,17687.62953989282,110,77
3978.9996220113107,2.292031329415679e-06,0.015624046325683594,14,11772,17132.63297494257,107,78
3946.3541949074456,2.390939128131404e-06,0.0,14,11359,16746.228911245762,116,80
4179.118044173535,2.5120113193009634e-06,0.0,14,11765,17273.83100547533,110,79
4110.916176851739,2.794447781383592e-06,0.0,14,11954,17262.96773672694,104,78
4089.150784014301,2.507147702062361e-06,0.0,14,11604,17106.01655468392,108,79
3882.272289803636,2.5595378845740334e-06,0.0,14,11844,16776.766609869628,106,80
