rmse_I,rmse_Beta,time_predict,roll_var_seq,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
1297.130072689702,9.901057882594088e-07,0.0,37,8194,7326.285819013642,141,127
1346.4523462017798,1.005250072717768e-06,0.006514310836791992,22,8297,7971.046933974885,147,123
1208.7393309311765,1.0277682137948355e-06,0.01562809944152832,25,8302,7021.1506099823055,136,125
1829.5380223294867,9.300036867330449e-07,0.015012264251708984,19,8129,9044.36169424772,153,117
3460.19735681345,7.659215614511793e-07,0.015625715255737305,14,8431,12133.945840459222,139,104
2040.272160195324,9.244932622598566e-07,0.015636444091796875,22,8203,9577.265506982862,146,114
2985.160410332216,8.35736066790044e-07,0.015624284744262695,18,8329,11151.09462489635,143,107
4000.488627168081,7.250295815529961e-07,0.015634536743164062,16,8337,13019.34337231587,141,102
2167.254290292101,8.412690239698807e-07,0.015639543533325195,21,8161,9403.741611181918,145,116
1220.9591856336237,9.885782441026223e-07,0.015622138977050781,23,8530,7728.891948360204,142,125
1390.9085313175754,1.0493004005357376e-06,0.015625,29,8446,8367.197761904163,134,116
1236.1675659315304,1.1105468838090672e-06,0.006012678146362305,25,8347,7307.381614263453,141,121
4119.394073351896,7.815213793187445e-07,0.0,14,8431,14236.39678495389,131,93
2380.744654248617,8.480532657482422e-07,0.015626192092895508,17,8596,10702.550002490014,140,106
2903.596521406469,8.993230799875366e-07,0.022159814834594727,16,8557,11495.279378888268,138,103
2628.249298514304,8.970458416228699e-07,0.015626192092895508,17,8524,11114.640178750615,138,105
1784.6329565451083,1.0110915811158468e-06,0.015625715255737305,18,8683,9729.697290777789,136,110
1659.2774093534713,1.2890773773855504e-06,0.01562809944152832,27,8448,5703.518912868785,140,124
2838.511828007387,9.13618064275051e-07,0.01564168930053711,14,8293,11346.400172354895,137,105
1438.5060089391934,1.1769697052695352e-06,0.0,35,8581,6421.508352625195,138,123
3208.340354948622,8.93626878193089e-07,0.015624523162841797,15,8722,12891.244354625633,130,95
2342.1701346753516,9.960124143225862e-07,0.022177934646606445,14,8700,11000.846186597115,127,101
1970.984875115254,9.447352429330847e-07,0.015623092651367188,18,8616,10032.331727339266,137,105
1373.2873292998381,1.0457687057994861e-06,0.015623331069946289,18,8625,8639.923628363898,134,110
2038.8293249212293,9.680672268492069e-07,0.0,14,8538,10073.362983962292,129,106
2868.419139230886,9.575066312106433e-07,0.010034799575805664,14,8639,11945.231821055957,130,99
2917.757260833484,8.898342268006502e-07,0.015622854232788086,14,8537,11751.586999030145,130,98
1864.4460384059273,9.888958843328952e-07,0.015624761581420898,21,8725,10437.48009373614,127,104
1223.8140901421673,1.074571310432849e-06,0.015636920928955078,21,8623,8555.203153492203,128,109
3231.820780173406,8.754567324994228e-07,0.015639305114746094,14,8591,12472.538672698458,131,96
1861.7028665079124,1.0044559950568067e-06,0.015625715255737305,20,8635,9928.542055403845,127,103
2726.798072974742,9.738061707859378e-07,0.011012792587280273,14,8571,11628.796444993131,132,97
1170.4572773765842,1.226084908213627e-06,0.015627145767211914,14,8654,7442.175827034237,133,113
2281.961390982595,1.1205299558129238e-06,0.015624284744262695,15,8642,11218.910009577987,123,96
2556.029907016632,9.554394974181853e-07,0.0,17,8558,11397.48892547849,126,98
3092.9044718002733,9.701264724605351e-07,0.01563858985900879,14,8565,12410.27705797484,124,94
1966.0707117424934,1.0931494197635242e-06,0.015625953674316406,18,8554,10381.068561026246,128,99
2012.623309261221,1.0254206447292756e-06,0.0,14,8491,10170.120112814435,126,102
1140.5820191961232,1.3579653222160679e-06,0.02213907241821289,14,8626,7065.768115106343,126,115
2019.5992158971392,1.0340681078499753e-06,0.0,16,8649,10563.621876965512,123,100
2564.208440320502,1.0689902071286522e-06,0.015624761581420898,15,8847,12277.81904840936,113,91
1679.9145925092216,1.1208351841038277e-06,0.015624761581420898,16,8732,9722.330213839597,126,100
1969.102230319211,1.0339092417054841e-06,0.006512165069580078,16,8508,10102.918420738386,128,100
3111.9653449150874,8.908003303722263e-07,0.015625953674316406,14,8567,12708.205041791038,121,90
2334.762070797382,9.941190588968997e-07,0.01562666893005371,15,8523,11401.813969217863,121,94
3949.0344815810486,8.398332013996557e-07,0.015636920928955078,14,8414,14497.33211088221,115,85
2797.9999276884437,1.0044719455787554e-06,0.015637874603271484,14,8622,12105.426395724053,121,92
2652.057926727077,1.0233037742180855e-06,0.015625,14,8687,11809.595786084055,125,93
1927.8642353351277,1.1614239002980856e-06,0.015623807907104492,14,8702,10595.401742044434,123,98
3254.9515171452754,9.706488088923554e-07,0.006512880325317383,14,8709,13379.057495238063,125,89
2528.7531733263845,1.1169123910529413e-06,0.015623092651367188,14,8494,11830.19208458411,118,90
2266.063752797746,9.847153522234184e-07,0.015627145767211914,14,8722,11440.18910307767,115,91
2526.941459372327,1.0423954847778794e-06,0.0,14,8756,11734.07024368049,115,91
2550.6865043474927,1.0748148008139514e-06,0.015637874603271484,14,8778,12152.465077286339,115,89
2215.5611928095145,1.094712585341424e-06,0.0,14,8723,10998.760382134908,118,93
2020.6947552394713,1.1109683420059855e-06,0.015623807907104492,14,8803,10827.537349634156,117,92
2225.45104750344,1.1017201823618477e-06,0.015625715255737305,15,8550,11182.094605299866,118,92
3199.849145725867,9.719899144155046e-07,0.015639305114746094,14,8554,13276.921303120746,113,87
2234.5638822397586,1.0968227459261323e-06,0.015624046325683594,14,8841,11704.178164413157,113,91
3077.508890597502,1.0232870869894128e-06,0.015625,14,8866,13195.541869012135,120,87
2774.668687319072,2.6346007654892935e-06,0.006510734558105469,14,11945,14131.822411846673,117,93
1652.8271394473718,2.2511312844929816e-06,0.015622615814208984,14,11651,11785.885638108706,120,100
2969.8079230870962,2.4204407296542364e-06,0.0156252384185791,14,11503,14532.292330058814,117,91
2856.2410046054856,2.3604837028844244e-06,0.015624523162841797,14,11771,14507.959524846263,115,92
2405.2198039001128,2.2666419293984125e-06,0.015638351440429688,14,11438,13521.38771699572,112,94
2771.5365601416156,2.1766023820460553e-06,0.015621423721313477,14,11516,14088.494221025614,117,93
1258.059265662258,2.5211949081930065e-06,0.0156252384185791,14,11558,11171.527452160894,118,103
2531.2249729884875,2.526672590215631e-06,0.006513357162475586,14,11637,13724.893937573628,120,95
3646.9066547201287,2.327143907724761e-06,0.015623807907104492,14,11753,15475.748282556455,117,89
3638.8817335526332,2.294694469317483e-06,0.0156252384185791,14,11647,15498.131481425971,119,89
2401.0212054246176,2.7736440274481056e-06,0.0,14,11629,13272.393276559611,113,92
2517.003491212325,2.5977754782738997e-06,0.017804384231567383,14,11394,13834.697190410177,115,91
2836.28660853851,2.6593722918719877e-06,0.015625715255737305,14,11870,14385.214629278664,111,89
2839.6252724225196,2.3927674117578224e-06,0.015624284744262695,14,11451,14443.93985583213,116,88
3362.221380780293,2.424643884776483e-06,0.0040128231048583984,14,11706,15498.45708909795,115,86
2298.766575743108,2.450668298949306e-06,0.015623807907104492,14,11552,13311.861894209016,114,92
2102.486352648023,2.761449187480694e-06,0.015625476837158203,14,11655,12804.79357773186,110,94
3063.8118351657145,2.1350935911139876e-06,0.022139549255371094,14,11683,15024.550516917589,113,88
3071.3216766467417,2.8245022012531846e-06,0.015624761581420898,14,11762,15067.540406735763,113,87
2824.098996653629,2.8515680393459195e-06,0.015627145767211914,14,11774,14442.346304434086,109,88
2525.298333091149,2.9976992658536994e-06,0.015622138977050781,14,11737,14333.966606562622,111,85
3213.410701252623,2.606747228426038e-06,0.015639781951904297,14,11910,15583.78294826033,109,83
2465.27706321493,2.6038347838375432e-06,0.015624523162841797,14,11671,14037.332821498243,108,87
3062.5343719441194,2.865606494895011e-06,0.01563429832458496,14,11891,15222.55271757574,110,83
2526.5844860802113,2.4769382310537576e-06,0.015639543533325195,14,11772,14322.506855973823,107,86
2393.965100068777,2.582199842900093e-06,0.015627145767211914,14,11359,13753.012604346275,116,88
3118.0202001160355,2.642461652780846e-06,0.015625953674316406,14,11765,15223.168522930095,110,84
2145.546711767555,3.038230471110244e-06,0.010510444641113281,14,11954,13455.05731826177,104,88
2570.4521382086486,2.6970023695312466e-06,0.015623807907104492,14,11604,14167.693124498892,108,86
2230.129034779807,2.7604695519875805e-06,0.01562356948852539,14,11844,13591.207451530072,106,88
2475.1996631897896,2.5365716328678844e-06,0.015624284744262695,14,12014,14505.583454678157,102,83
2200.452819346477,2.511789804283068e-06,0.016779184341430664,14,11910,14086.996996442678,100,84
2713.3435260473902,2.909126001199951e-06,0.015622854232788086,14,11969,15089.539100592858,104,81
2493.4497221252814,2.9625660432903315e-06,0.015623092651367188,14,11668,14373.445779960766,104,84
2624.833664758354,2.5295211592517004e-06,0.015638351440429688,14,11801,15135.332489294226,99,81
2437.9535788018884,2.9182983339718634e-06,0.015624761581420898,14,11784,14503.106904070999,106,84
3154.2200187892013,2.639515057370581e-06,0.015624046325683594,14,11998,15675.90280001433,105,80
3198.4437775348874,2.6173427090033442e-06,0.01563429832458496,14,11750,15898.44571466038,102,80
2678.317333884463,2.7620139605674585e-06,0.015624523162841797,14,12011,14569.505042634155,104,83
3227.639001297382,2.6520317214706407e-06,0.0,14,11833,15746.499125010076,109,81
2390.7197333911786,3.1462132525018e-06,0.0,14,12083,14522.625985165954,99,81
2588.0016268575087,2.7809589878691656e-06,0.015625,14,12116,15008.393975004,101,79
2148.3897303544973,2.4006591267960216e-06,0.0,14,11831,13784.197273108626,102,83
2325.541257358902,3.0704591094090808e-06,0.01563715934753418,14,11921,14267.879956591965,103,82
1692.5807362954079,2.9571074584657125e-06,0.015633583068847656,14,12130,13097.267669469084,99,84
3079.4329183376867,2.941316151913504e-06,0.0156252384185791,14,11857,15996.289904834592,102,77
2488.877787797478,3.013941756596209e-06,0.016997098922729492,14,12165,14976.966616751877,100,79
2988.1490128053533,2.5853671425427553e-06,0.01562643051147461,14,12029,15951.574038467837,100,78
2756.0859761223396,3.4714178956508247e-06,0.015626192092895508,14,12136,15400.617861067025,103,79
2261.9363132131434,2.6647253032883733e-06,0.0040090084075927734,14,11752,14265.331261139887,97,82
1517.45649425811,2.772685592071091e-06,0.01562643051147461,14,11842,12786.404250169895,96,84
2937.087106503179,2.440764355601253e-06,0.015623807907104492,14,12015,15793.937506450791,98,76
2563.1784521129957,2.9065004142608773e-06,0.015623092651367188,14,12054,15078.819907608065,96,78
1566.5614874857167,3.849485745169884e-06,0.015626907348632812,14,12041,13122.228165296856,95,82
1993.8274247809036,2.7515504513864143e-06,0.01675868034362793,14,11970,13964.349209491142,99,81
1704.801133095805,3.1616520884856535e-06,0.015622854232788086,14,11929,13592.392231036074,93,81
2217.934383125418,2.330399442002984e-06,0.015635967254638672,14,11992,14494.870562109203,96,79
2565.690014782487,2.7127294758594375e-06,0.01563549041748047,14,12024,15184.576006813215,95,77
2501.310762545286,3.0781712497974674e-06,0.0156252384185791,14,11978,15182.36908852964,95,77
2600.779209250332,3.1742229116189903e-06,0.0,14,11841,15310.315081466193,92,76
3746.414315112456,4.574506511272986e-06,0.015625715255737305,14,14035,18407.441351476275,99,78
2004.8941217295608,4.444213557180846e-06,0.01562643051147461,14,14151,15193.866743370478,105,88
3764.984077403082,6.1143632043159604e-06,0.01562356948852539,14,14144,18474.022605464037,101,78
2407.050611882289,5.198284714727335e-06,0.015635251998901367,14,14139,15893.803460249912,102,84
3184.65143956952,4.976355149762436e-06,0.015635251998901367,14,14178,17318.462271390556,100,80
1114.4017075535583,5.849146072556653e-06,0.015624046325683594,14,14273,12496.867540870682,101,94
1481.883454698259,5.2879837745427735e-06,0.015637874603271484,14,14395,14428.97776777117,103,88
2815.306658695856,5.837136698123067e-06,0.0,14,14294,16481.966141057506,103,82
3581.5498525274725,5.033846998807321e-06,0.01562356948852539,14,14155,17779.486216238834,100,79
2452.112997705641,7.808422298760277e-06,0.017132043838500977,14,14601,16144.004745776732,104,84
1414.4538147109242,5.826225807701639e-06,0.015625,14,14742,14353.522454504506,99,86
1885.542726992107,5.431882711457068e-06,0.015623807907104492,14,14023,15127.370202661436,94,83
2383.0391601403717,6.3927233693073884e-06,0.01562666893005371,14,14237,16286.365809355093,101,81
2119.7133599254116,4.984008432510511e-06,0.016776323318481445,14,14607,15979.932635925928,96,81
1746.9203425309233,5.134679474097664e-06,0.015639543533325195,14,14173,15022.320247752074,97,84
2875.907350142525,5.5285364272991566e-06,0.015626192092895508,14,14073,17027.721936429192,98,79
2140.1578936472474,6.05205054770576e-06,0.015634536743164062,14,14251,15754.561811453621,98,81
3012.5727206155816,4.7447895701745616e-06,0.0,14,14135,17583.711346045853,98,78
2583.157585092573,4.252170340558811e-06,0.0,14,14284,16645.779537235037,95,80
2565.38546062233,6.006875738441052e-06,0.02213287353515625,14,14301,16589.562249691407,100,80
2758.790691591342,6.157975760595865e-06,0.01562190055847168,14,14635,17477.871107922238,97,75
3501.841808752001,5.6399848484031744e-06,0.01562666893005371,14,14252,18785.52980256803,92,72
2077.962351863503,4.434167896502623e-06,0.015624046325683594,14,14208,16183.661889899211,92,78
1853.0454941029575,5.8732184504857714e-06,0.01564168930053711,14,14454,15649.546679894458,92,79
2587.4385954503814,7.4590942826893075e-06,0.015625476837158203,14,14309,16952.07331376689,94,77
2178.085674994287,5.708765716701288e-06,0.02483534812927246,14,14490,16101.9063470565,96,78
2176.029833468765,4.667197000053645e-06,0.01563572883605957,14,14601,16125.0102936096,94,78
1759.857901148015,6.694164059365154e-06,0.015625476837158203,14,14242,15095.015467307361,93,80
1895.0353229424793,5.068726865932866e-06,0.015626907348632812,14,14528,15537.7393774425,95,80
2579.5646537919815,6.27875516906714e-06,0.015636444091796875,14,14387,17063.3830972486,94,77
1445.7281610337986,6.491648704003262e-06,0.015625953674316406,14,14376,14843.80588534754,90,79
2700.966754104538,5.82372088454469e-06,0.0,14,14234,17385.8210631281,92,74
2662.5497364950247,9.277832016719067e-06,0.02213597297668457,14,14560,17515.435654699842,87,73
1878.813253472963,5.8371120690469096e-06,0.01562643051147461,14,14459,15716.648964332073,90,76
2039.4512475604872,7.815469736531447e-06,0.0,14,14220,16023.259434663842,90,77
2381.865284496262,7.977044402877486e-06,0.017835617065429688,14,14595,16889.203556856075,94,74
1693.6108558300648,6.312641790659847e-06,0.015639305114746094,14,14373,15381.14860436411,93,78
2025.4324947285832,7.4362072865103674e-06,0.0,14,15095,16448.868635721556,91,75
1767.6808540211862,7.129159912294077e-06,0.01562190055847168,14,14647,15562.0659231896,91,77
1866.7828957095592,6.076481961667947e-06,0.015624284744262695,14,14555,15950.61447181842,89,76
2525.399273559801,4.140735485967467e-06,0.0,14,14372,17200.901545839206,89,72
1766.0247950848081,4.448386762437028e-06,0.015627622604370117,14,14717,16211.441230396124,86,74
1517.1768787363037,8.643071032296708e-06,0.015624523162841797,14,14491,15591.812253587765,84,75
960.046786495794,9.01524734442752e-06,0.0,14,14690,13820.014380457578,87,79
2083.497864222497,5.90680902964677e-06,0.015624046325683594,14,14648,16731.111481131702,88,72
2582.616763658966,6.9550282209765635e-06,0.015623807907104492,14,14455,17639.260570221384,85,71
2025.8614947327824,8.94128193624218e-06,0.015626192092895508,14,14588,16288.541632582419,89,74
2030.651811737654,7.458796848485193e-06,0.015639305114746094,14,14342,16668.44765403572,91,73
1771.4618474846473,6.8701253865116605e-06,0.01562643051147461,14,14681,16000.874073449324,87,74
1820.1516312793105,1.1316935582768616e-05,0.0,14,14534,15862.570324164955,89,74
