rmse_I,rmse_Beta,time_predict,day,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
50677.95778289131,3.655396333167983e-06,0.0009999275207519531,10,264034.0,376161.6629928957,19,18
53272.58157452968,4.010083171037881e-06,0.00099945068359375,11,219079.0,325982.6916034878,21,19
56251.396979791294,7.231165284671615e-06,0.0009999275207519531,10,79130.0,187391.74643046618,17,17
28876.81353463895,7.3225083371831885e-06,0.0009992122650146484,13,17163.0,49408.97391966195,18,24
58164.17036894096,6.9352160083975386e-06,0.0009999275207519531,9,120484.0,241310.0216663885,17,16
56841.65076175882,5.594224955904711e-06,0.001001119613647461,10,106755.0,232311.11554195144,18,18
55288.04828995849,5.26480788746247e-06,0.0,11,99538.0,200606.45557153074,18,19
49557.608976411735,4.286871598546494e-06,0.0,9,342007.0,435689.9235966914,17,16
55783.19262344251,4.160673798880884e-06,0.0,11,130313.0,242638.64198294078,19,20
57614.96548011473,5.864296000657123e-06,0.0009996891021728516,12,64753.0,205784.9047025904,20,20
47124.15878077865,3.7985972440654296e-06,0.0,13,59028.0,128886.54704969414,21,23
45714.7434181856,2.63976266862913e-06,0.0,10,290845.0,404790.3398472865,20,19
34516.77253474056,2.690378726603199e-06,0.0009999275207519531,18,21751.0,60140.42538856828,25,32
48840.900095562436,4.621873999464524e-06,0.0009999275207519531,9,312607.0,413149.418363698,18,16
39421.855233363174,2.8820357697685335e-07,0.0010001659393310547,30,133514.0,53087.40668924622,44,43
47225.24223525102,4.030536547530242e-06,0.0010001659393310547,8,344192.0,429917.6208897041,17,16
58789.8164828652,4.709864808006033e-06,0.0009999275207519531,12,170685.0,279633.0741397884,21,20
35541.774553903866,3.924086556472516e-06,0.0009999275207519531,19,26473.0,77662.30844631251,25,31
55129.91887098565,2.9845331333026e-06,0.0009984970092773438,18,141438.0,274629.92326359835,28,28
55296.26593342988,4.878591164254125e-06,0.0,10,196717.0,309058.66009494517,18,17
49212.623413418296,8.597131175633858e-06,0.0010004043579101562,10,51894.0,137236.1928855038,17,17
72529.723449293,2.5947943198523603e-06,0.0,13,127484.0,237436.95575468725,24,24
47336.20897247825,6.105254187069342e-06,0.0010008811950683594,12,66729.0,152211.4261469499,18,20
19232.53668961639,3.5130127409306945e-06,0.00099945068359375,24,11492.0,25966.925421544038,27,39
62236.085529331904,6.909401840505524e-07,0.0010006427764892578,36,71866.0,131056.32895241148,44,59
56421.778654310925,3.1912052787009777e-06,0.001001119613647461,11,224245.0,365448.461469357,22,20
46155.748916592966,2.130241589041786e-06,0.0010001659393310547,11,250896.0,353768.3244946027,24,22
51735.11746319347,2.8672552928860757e-06,0.0009989738464355469,11,178661.0,300308.6615036157,21,21
45398.038736440816,3.679008034787122e-06,0.0010001659393310547,9,334246.0,426554.4376961714,18,17
37413.06569395354,7.100556121553024e-06,0.0010004043579101562,12,26162.0,75028.62000216337,18,22
53889.84530453925,2.5415375437765688e-06,0.001001119613647461,14,65753.0,127675.34580454275,23,27
29499.56824802132,8.152340681325265e-06,0.0,13,17215.0,52267.15511812056,17,22
51926.10431334141,3.6507104857212497e-06,0.0010001659393310547,13,74083.0,153384.4507999051,19,22
55833.686927635856,5.7247206856994036e-06,0.0010001659393310547,11,158458.0,287853.4852870782,19,18
58268.47447495436,4.7081821188521615e-06,0.0009999275207519531,9,224247.0,333615.51557560166,18,17
32978.422780325855,3.192284473654939e-07,0.0,24,151592.0,67724.05647495274,39,38
46579.47732210964,3.007453622303087e-06,0.001001119613647461,10,326167.0,445396.08892296115,20,18
59757.410601564756,1.7994150014186697e-06,0.0009975433349609375,16,120969.0,175158.3998088796,27,29
50689.238101341856,4.665711183441223e-06,0.0,9,314334.0,415196.77090055274,19,16
33614.88543444785,4.031235980205469e-06,0.001001596450805664,19,23188.0,54790.13934370329,23,30
43580.72475455881,2.7696014192814007e-06,0.0,17,57518.0,111611.87248123098,23,28
48776.53435962818,3.528891379342311e-06,0.001001119613647461,9,255682.0,397379.1813604127,18,17
55244.45020236608,6.341739059751134e-06,0.0,11,58140.0,153569.82433069832,16,18
45901.372584805395,7.356961789237938e-06,0.0,11,37846.0,103564.8110940087,17,19
45836.790869696575,4.156474521226523e-06,0.0,16,27190.0,80312.945575572,22,26
38888.66179678772,7.661542536778866e-06,0.0010008811950683594,12,27057.0,77173.22297755943,18,20
61157.422779866516,6.447817516022072e-06,0.00099945068359375,9,150864.0,267371.4234398799,17,16
50464.75453384025,2.436831670296051e-06,0.0009987354278564453,12,183625.0,312932.50279971666,24,23
55807.61010750978,4.89593890122523e-06,0.0010006427764892578,9,197110.0,307518.5444809862,18,17
53251.962959667966,5.610558616172548e-07,0.0009996891021728516,30,54906.0,95909.43042717193,43,58
33141.114302791124,6.111907185196452e-06,0.0,16,25291.0,70550.86496907432,21,26
45938.143762266984,4.030535937489682e-06,0.0009999275207519531,8,319536.0,432001.6208343441,17,15
50233.272801719,3.160900553806668e-06,0.0010004043579101562,11,173017.0,279348.7531885728,20,20
40460.11144798308,2.8320509964801013e-06,0.001001119613647461,10,344392.0,439262.3585016098,21,19
55149.785538832046,2.746246852010432e-06,0.0,19,66816.0,159638.77655639773,31,31
65564.21601828134,4.6122377080669474e-06,0.0009996891021728516,10,121773.0,276435.9589362089,18,18
44962.99729317868,3.7026091203986277e-06,0.0010001659393310547,10,306255.0,399002.66376156703,19,18
56553.512127520284,6.195984123186317e-06,0.0,11,103337.0,207058.4863879348,18,18
50925.847718338075,3.428249825907985e-06,0.0009996891021728516,13,125473.0,258165.6492612189,22,22
57534.33446752082,6.118979238868223e-07,0.0009999275207519531,49,132775.0,149475.07939638125,63,71
52196.427865821264,4.165438880984599e-06,0.0009996891021728516,12,96015.0,214545.972040651,20,21
73569.40024360122,6.490355050116168e-07,0.0009992122650146484,27,106926.0,171686.91240489337,39,48
